,x,y,price_level,category,predicted_success,distance_to_water,restaurant_density,crime_count,population,share_under_18_years_old,share_65_year_olds_and_older,share_foreigners,population_with_migration_background,share_population_with_migration_background,households,share_one_person_households,share_households_with_children,share_households_with_single_parents,population_density,employment_quote_in_%,share_unemployed_people,sum_of_incomes_per_tax_reliable_person_in_EUR,prices_for_properties,prices_for_condominiums,share_students_in_Gymnasium,car_density
352,567645.0,5929563,€,hotdogs,0.9273875575088141,50.40894,1,6671.0,55074.0,20.9,13.33115445,33.95613175,33262.0,60.38852578,25984.0,48.63762315,23.33743842,26.418205800000003,1556.34644,50.59246055,9.392859015,21890.0,184,2593,22.04227285,245.61499069999996
676,578645.0,5929563,€,hotdogs,0.9273875575088141,116.00198999999999,1,,39575.0,15.7,23.85091598,12.14150347,15284.0,38.65452706,20782.0,48.27254355,18.36204408,28.95702306,3033.740493,60.61461398,5.017094697,29127.0,388,2412,41.41755063,367.6058118
363,567645.0,5940563,€,hotdogs,0.9273875575088141,110.16028,1,1301.0,14428.0,16.1,19.57998337,12.37870807,3712.0,25.74023993,7659.0,53.68847108,17.96579188,24.85465116,4572.709268,54.69269103,3.519518272,52426.0,821,4261,56.79389313,359.37066810000005
104,557645.0,5924563,€,hotdogs,0.9273875575088141,176.88237,1,907.0,16862.0,19.0,19.99169731,14.65425216,8899.0,52.78486268,7579.0,36.62752342,24.68663412,24.85301978,1714.5006210000001,56.91927512,6.800292879,31023.0,238,2193,30.82021541,361.522951
560,574645.0,5939563,€,hotdogs,0.9273875575088141,124.89728999999998,1,2905.0,34634.0,17.3,20.202691,11.4078651,10321.0,29.80622058,17660.0,47.18006795,21.3193658,26.32138114,4210.120841,60.70561222,4.879233453,31603.0,444,2701,38.08584114,383.81359360000005
129,558645.0,5930563,€,hotdogs,0.9273875575088141,135.97483,1,644.0,,,,,,,,,,,,,,,,,,
136,558645.0,5937563,€,hotdogs,0.9273875575088141,429.30993,1,2901.0,31047.0,16.4,12.83537862,24.25677199,11413.0,36.75447636,16486.0,59.26240446,17.09329128,24.34350603,2945.363973,54.56384991,6.356398187999999,33565.0,674,3739,41.55555556,283.31239730000004
4,549645.0,5937563,€,hotdogs,0.9273875575088141,64.3643,1,912.0,15192.0,18.3,30.6345445,7.319641917,2569.0,16.9191254,7742.0,45.32420563,21.3123224,18.90909091,909.4910389,51.9423938,3.485416919,65855.0,604,3870,65.90198123,443.5229068
124,558645.0,5925563,€,hotdogs,0.9273875575088141,395.65114,1,907.0,16862.0,19.0,19.99169731,14.65425216,8899.0,52.78486268,7579.0,36.62752342,24.68663412,24.85301978,1714.5006210000001,56.91927512,6.800292879,31023.0,238,2193,30.82021541,361.522951
313,565645.0,5946563,€,hotdogs,0.9273875575088141,183.76668999999998,1,4015.0,45586.0,17.6,19.52134427,15.65831615,14120.0,31.00162473,22845.0,48.08929744,20.16633837,26.48144129,3410.3023789999997,57.12718934,5.340822227,30965.0,332,3450,41.13300493,364.84885710000003
12,550645.0,5939563,€,hotdogs,0.9273875575088141,132.85173999999998,1,912.0,15192.0,18.3,30.6345445,7.319641917,2569.0,16.9191254,7742.0,45.32420563,21.3123224,18.90909091,909.4910389,51.9423938,3.485416919,65855.0,604,3870,65.90198123,443.5229068
561,574645.0,5940563,€,hotdogs,0.9273875575088141,138.79247,1,5976.0,90631.0,17.3,22.67215412,12.51117167,28324.0,31.26579903,46401.0,46.10460981,20.45861081,26.96723902,3411.543072,58.15357766,5.108202443,33419.0,418,2670,41.36980909,397.46885719999995
721,581645.0,5925563,€,hotdogs,0.9273875575088141,19.674429999999997,1,4723.0,35105.0,17.3,20.14527845,14.82409913,11208.0,31.95711679,18101.0,49.19617701,19.33594829,28.22857143,3388.8083840000004,57.40886098,4.979940694,35049.0,442,2744,46.47588765,345.2499644
316,566645.0,5921563,€,hotdogs,0.9273875575088141,10.403960000000001,1,,3190.0,19.2,18.40125392,12.10031348,988.0,30.97178683,1504.0,37.89893617,24.53457447,19.51219512,1419.3344029999998,59.8481253,3.1798766019999998,38848.0,263,.    ,56.10859729,448.9028213
318,566645.0,5923563,€,hotdogs,0.9273875575088141,34.27173,1,291.0,,,,,,,,,,,,,,,,,,
97,556645.0,5934563,€,hotdogs,0.9247343833632654,360.04867,1,397.0,7238.0,20.0,25.55954684,10.07184305,1361.0,18.80873411,3491.0,43.48324262,23.8040676,15.04211793,1652.726835,41.06463878,2.115019011,120716.0,1295,5587,76.95473251,504.69743020000004
504,572645.0,5947563,€,hotdogs,0.9247343833632654,147.39338,1,239.0,6917.0,19.4,19.92193147,8.558623681,1232.0,17.82407407,2888.0,28.49722992,26.48891967,14.24836601,864.3855301000001,48.45360825,2.151501569,75191.0,447,3270,66.42335766,554.7202543999999
601,575645.0,5947563,€,hotdogs,0.9247343833632654,230.61084,1,288.0,10687.0,21.4,21.20333115,8.206231871,1806.0,16.90061763,4671.0,36.75872404,26.803682300000002,16.45367412,1518.2239359999999,53.16416998,2.6750229290000003,51374.0,442,2597,53.60824742,452.6059699
609,576645.0,5919563,€,hotdogs,0.9247343833632654,13.19638,1,294.0,9804.0,17.2,20.03263974,7.303141575,1224.0,12.49107052,4480.0,33.90625,23.41517857,18.11248808,303.4535889,62.18435321,2.106893881,39284.0,221,.    ,34.375,546.4096287000001
502,572645.0,5945563,€,hotdogs,0.9247343833632654,171.75621,1,,22847.0,15.8,33.36980785,6.1496038870000005,4419.0,19.342554500000002,10971.0,40.57059521,20.30808495,16.87612208,2818.797042,56.25968518,2.495718131,52157.0,500,3283,67.98652064,470.2586773
34,552645.0,5934563,€,hotdogs,0.9247343833632654,8.0838,1,969.0,13407.0,18.6,27.23950175,8.137540091,2295.0,17.12558764,6935.0,45.34967556,20.60562365,17.00489853,1733.117398,46.28334628,1.9425019430000001,117139.0,1615,5249,77.49077491,493.8464981000001
684,578645.0,5945563,€,hotdogs,0.9247343833632654,226.42175,1,1249.0,20625.0,20.2,26.21090909,6.317575757999999,3250.0,15.7782309,9417.0,37.13496867,25.32653711,21.21593291,1781.665903,50.3320723,2.6481715009999998,63763.0,609,3673,58.78249841,450.7636364
35,552645.0,5935563,€,hotdogs,0.9247343833632654,745.5165599999999,1,969.0,13407.0,18.6,27.23950175,8.137540091,2295.0,17.12558764,6935.0,45.34967556,20.60562365,17.00489853,1733.117398,46.28334628,1.9425019430000001,117139.0,1615,5249,77.49077491,493.8464981000001
646,577645.0,5925563,€,hotdogs,0.9247343833632654,29.312829999999998,1,,1360.0,16.0,19.55882353,9.926470587999999,290.0,21.33922001,661.0,38.88048412,21.02874433,20.86330935,157.45554740000003,60.13001083,1.841820152,38369.0,203,.    ,36.14457831,573.5294117999999
453,571645.0,5927563,€,hotdogs,0.9247343833632654,9.08962,1,111.0,555.0,18.6,18.91891892,5.225225225,58.0,10.50724638,246.0,33.7398374,27.23577236,10.44776119,181.0121812,63.71191136,2.216066482,42598.0,223,.    ,47.36842105,544.1441441000001
451,571645.0,5925563,€,hotdogs,0.9247343833632654,18.57916,1,96.0,2540.0,16.0,19.40944882,9.488188976,396.0,15.59669161,1223.0,36.71300082,21.09566639,17.82945736,180.1426535,62.02233979999999,1.9400352730000001,38634.0,212,.    ,37.26708075,588.5826772
445,570645.0,5946563,€,hotdogs,0.9247343833632654,321.19628,1,,22847.0,15.8,33.36980785,6.1496038870000005,4419.0,19.342554500000002,10971.0,40.57059521,20.30808495,16.87612208,2818.797042,56.25968518,2.495718131,52157.0,500,3283,67.98652064,470.2586773
443,570645.0,5944563,€,hotdogs,0.9247343833632654,135.486,1,,22847.0,15.8,33.36980785,6.1496038870000005,4419.0,19.342554500000002,10971.0,40.57059521,20.30808495,16.87612208,2818.797042,56.25968518,2.495718131,52157.0,500,3283,67.98652064,470.2586773
535,573645.0,5946563,€,hotdogs,0.9247343833632654,186.23334,1,288.0,10687.0,21.4,21.20333115,8.206231871,1806.0,16.90061763,4671.0,36.75872404,26.803682300000002,16.45367412,1518.2239359999999,53.16416998,2.6750229290000003,51374.0,442,2597,53.60824742,452.6059699
533,573645.0,5944563,€,hotdogs,0.9247343833632654,97.92879,1,780.0,23490.0,18.8,25.69178374,5.334184758999999,3652.0,15.55366269,11095.0,36.66516449,23.97476341,14.09774436,2808.7753399999997,54.81823428,2.0701096359999998,61360.0,503,2877,67.37766625,514.3465304
8,550645.0,5935563,€,hotdogs,0.9247343833632654,116.76661999999999,1,969.0,13407.0,18.6,27.23950175,8.137540091,2295.0,17.12558764,6935.0,45.34967556,20.60562365,17.00489853,1733.117398,46.28334628,1.9425019430000001,117139.0,1615,5249,77.49077491,493.8464981000001
683,578645.0,5944563,€,hotdogs,0.9247343833632654,120.65652,1,1249.0,20625.0,20.2,26.21090909,6.317575757999999,3250.0,15.7782309,9417.0,37.13496867,25.32653711,21.21593291,1781.665903,50.3320723,2.6481715009999998,63763.0,609,3673,58.78249841,450.7636364
21,551645.0,5935563,€,hotdogs,0.9247343833632654,487.21255999999994,1,969.0,13407.0,18.6,27.23950175,8.137540091,2295.0,17.12558764,6935.0,45.34967556,20.60562365,17.00489853,1733.117398,46.28334628,1.9425019430000001,117139.0,1615,5249,77.49077491,493.8464981000001
701,580645.0,5918563,€,hotdogs,0.9247343833632654,6.51091,1,294.0,9804.0,17.2,20.03263974,7.303141575,1224.0,12.49107052,4480.0,33.90625,23.41517857,18.11248808,303.4535889,62.18435321,2.106893881,39284.0,221,.    ,34.375,546.4096287000001
700,580645.0,5917563,€,hotdogs,0.9247343833632654,8.80241,1,294.0,9804.0,17.2,20.03263974,7.303141575,1224.0,12.49107052,4480.0,33.90625,23.41517857,18.11248808,303.4535889,62.18435321,2.106893881,39284.0,221,.    ,34.375,546.4096287000001
565,574645.0,5944563,€,hotdogs,0.9247343833632654,111.06024,1,780.0,23490.0,18.8,25.69178374,5.334184758999999,3652.0,15.55366269,11095.0,36.66516449,23.97476341,14.09774436,2808.7753399999997,54.81823428,2.0701096359999998,61360.0,503,2877,67.37766625,514.3465304
113,557645.0,5933563,€,hotdogs,0.9247343833632654,108.01973000000001,1,1261.0,14893.0,20.0,21.37245686,12.05264218,3572.0,23.98281187,7053.0,41.68438962,24.95392032,13.125,2504.366053,50.02190581,2.015334064,108258.0,1431,5880,83.4605598,442.15403210000005
208,561645.0,5942563,€,hotdogs,0.9194684214504215,131.61383,2,1848.0,29409.0,18.6,20.0584855,13.83590057,9101.0,30.94736126,14247.0,42.94237383,23.09959992,24.12640535,3285.6438359999997,57.74692332,4.828021458,37866.0,466,2750,40.34582133,411.7787072
370,567645.0,5947563,€,hotdogs,0.9194684214504215,116.00495,2,4015.0,45586.0,17.6,19.52134427,15.65831615,14120.0,31.00162473,22845.0,48.08929744,20.16633837,26.48144129,3410.3023789999997,57.12718934,5.340822227,30965.0,332,3450,41.13300493,364.84885710000003
454,571645.0,5928563,€,hotdogs,0.9194684214504215,198.8975,2,407.0,1277.0,17.3,14.95693031,16.83633516,346.0,27.1372549,604.0,43.70860927,19.86754967,20.0,292.052959,52.53863135,3.8631346580000003,34387.0,199,.    ,29.57746479,506.6562255
493,572645.0,5936563,€,hotdogs,0.9194684214504215,120.56827,2,1447.0,13417.0,15.3,20.94357904,12.9462622,3697.0,27.58131901,7092.0,52.52397067,16.8358714,17.83919598,4175.537383,55.81969051,3.868580399,59131.0,613,3453,62.75605214,396.7354848
239,563645.0,5923563,€,hotdogs,0.9194684214504215,109.06516,2,,24324.0,16.7,21.06150304,16.58855451,9030.0,37.14826395,12985.0,49.62649211,19.10666153,26.1185006,2916.8505149999996,56.90429502,5.781516857000001,32988.0,307,2123,42.8021555,363.7970729
340,566645.0,5945563,€,hotdogs,0.9194684214504215,182.91351,2,4015.0,45586.0,17.6,19.52134427,15.65831615,14120.0,31.00162473,22845.0,48.08929744,20.16633837,26.48144129,3410.3023789999997,57.12718934,5.340822227,30965.0,332,3450,41.13300493,364.84885710000003
494,572645.0,5937563,€,hotdogs,0.9194684214504215,70.36599,2,4547.0,34469.0,12.1,19.09541907,15.90414575,11395.0,33.0750029,21220.0,61.20640905,12.71913289,26.56539459,5799.367421,63.36198034,4.996093589,28567.0,452,3413,43.90665514,331.3412051
119,557645.0,5939563,€,hotdogs,0.9194684214504215,65.34461999999999,2,2339.0,36053.0,19.9,18.41733004,19.47133387,16821.0,46.66407745,17530.0,44.54078722,23.42840844,29.24275627,5729.666455,55.42302595,7.742294045,26665.0,445,2755,34.55565142,325.93681519999996
256,563645.0,5940563,€,hotdogs,0.9194684214504215,121.24021,2,2819.0,41836.0,15.7,26.00870064,10.47423272,9189.0,21.98115013,21637.0,47.39104312,18.46836438,19.76976977,3369.0920539999997,59.21279599,3.136270974,41651.0,515,3259,60.68204614,420.0449374
342,566645.0,5947563,€,hotdogs,0.9194684214504215,265.00295,2,4015.0,45586.0,17.6,19.52134427,15.65831615,14120.0,31.00162473,22845.0,48.08929744,20.16633837,26.48144129,3410.3023789999997,57.12718934,5.340822227,30965.0,332,3450,41.13300493,364.84885710000003
322,566645.0,5927563,€,hotdogs,0.9194684214504215,90.94145999999999,2,6671.0,55074.0,20.9,13.33115445,33.95613175,33262.0,60.38852578,25984.0,48.63762315,23.33743842,26.418205800000003,1556.34644,50.59246055,9.392859015,21890.0,184,2593,22.04227285,245.61499069999996
392,568645.0,5942563,€,hotdogs,0.9194684214504215,80.48586999999999,2,1487.0,15794.0,15.8,17.11409396,9.826516398999999,3436.0,21.75509687,9107.0,56.30833425,17.32733062,22.62357414,2205.6234289999998,60.55474185,4.165140974,39049.0,617,3554,46.02739726,350.6394833
388,568645.0,5938563,€,hotdogs,0.9194684214504215,126.65815,2,4145.0,41475.0,10.2,13.31163351,12.80048222,10793.0,26.03671628,29013.0,70.48219764,10.07479406,28.80602121,10769.38158,66.74734686,5.321789859,28330.0,773,3588,37.68693918,268.9089813
531,573645.0,5942563,€,hotdogs,0.9194684214504215,184.88471,2,3906.0,51858.0,14.5,21.81148521,11.40421921,14564.0,28.10660594,29760.0,53.43413978,16.42473118,28.92798691,5151.867482,61.16343489999999,5.2806531560000005,30928.0,444,2818,42.23385689,399.0705388
418,569645.0,5943563,€,hotdogs,0.9194684214504215,52.57199,2,1487.0,15794.0,15.8,17.11409396,9.826516398999999,3436.0,21.75509687,9107.0,56.30833425,17.32733062,22.62357414,2205.6234289999998,60.55474185,4.165140974,39049.0,617,3554,46.02739726,350.6394833
45,553645.0,5930563,€,hotdogs,0.9194684214504215,91.95734,2,186.0,4954.0,21.7,14.6951958,30.25837707,2358.0,47.65561843,2260.0,41.68141593,24.24778761,20.62043796,316.03267900000003,51.03510351,6.510651065,32879.0,204,.    ,32.5648415,381.7117481
498,572645.0,5941563,€,hotdogs,0.9194684214504215,173.5611,2,3906.0,51858.0,14.5,21.81148521,11.40421921,14564.0,28.10660594,29760.0,53.43413978,16.42473118,28.92798691,5151.867482,61.16343489999999,5.2806531560000005,30928.0,444,2818,42.23385689,399.0705388
414,569645.0,5939563,€,hotdogs,0.9194684214504215,77.7717,2,4145.0,41475.0,10.2,13.31163351,12.80048222,10793.0,26.03671628,29013.0,70.48219764,10.07479406,28.80602121,10769.38158,66.74734686,5.321789859,28330.0,773,3588,37.68693918,268.9089813
552,574645.0,5931563,€,hotdogs,0.9194684214504215,138.54343,2,7771.0,70234.0,19.3,18.03257681,24.74869721,39605.0,56.40211339,34807.0,45.90455943,22.5644267,31.02877515,4150.003928,52.23101641,8.725657228,23247.0,319,2399,28.51883932,310.47640739999997
10,550645.0,5937563,€,hotdogs,0.9194684214504215,31.80922,2,912.0,15192.0,18.3,30.6345445,7.319641917,2569.0,16.9191254,7742.0,45.32420563,21.3123224,18.90909091,909.4910389,51.9423938,3.485416919,65855.0,604,3870,65.90198123,443.5229068
260,563645.0,5944563,€,hotdogs,0.9194684214504215,184.44383,2,2819.0,41836.0,15.7,26.00870064,10.47423272,9189.0,21.98115013,21637.0,47.39104312,18.46836438,19.76976977,3369.0920539999997,59.21279599,3.136270974,41651.0,515,3259,60.68204614,420.0449374
723,581645.0,5927563,€,hotdogs,0.9194684214504215,88.14823,2,4723.0,35105.0,17.3,20.14527845,14.82409913,11208.0,31.95711679,18101.0,49.19617701,19.33594829,28.22857143,3388.8083840000004,57.40886098,4.979940694,35049.0,442,2744,46.47588765,345.2499644
99,556645.0,5936563,€,hotdogs,0.9194684214504215,190.85943999999998,2,1941.0,26140.0,20.0,22.60902831,17.29915838,10230.0,39.15639593,13046.0,46.62731872,22.71960754,28.84615385,3605.098426,52.42154448,6.642672223,43177.0,786,3216,44.29799427,350.6885998
466,571645.0,5940563,€,hotdogs,0.9194684214504215,106.28159,2,3906.0,51858.0,14.5,21.81148521,11.40421921,14564.0,28.10660594,29760.0,53.43413978,16.42473118,28.92798691,5151.867482,61.16343489999999,5.2806531560000005,30928.0,444,2818,42.23385689,399.0705388
293,565645.0,5926563,€,hotdogs,0.9194684214504215,82.24109,2,6671.0,55074.0,20.9,13.33115445,33.95613175,33262.0,60.38852578,25984.0,48.63762315,23.33743842,26.418205800000003,1556.34644,50.59246055,9.392859015,21890.0,184,2593,22.04227285,245.61499069999996
558,574645.0,5937563,€,hotdogs,0.9194684214504215,45.84,2,2431.0,25622.0,19.3,18.10553431,22.85535868,14192.0,55.43533456,12693.0,48.03434964,21.87032222,30.04322767,5133.448272,49.46421171,8.720620449,23975.0,399,2603,31.65769001,295.722426
205,561645.0,5939563,€,hotdogs,0.9194684214504215,224.64673,2,2303.0,25634.0,13.8,19.12303971,18.47156121,8586.0,33.48543349,14439.0,57.60094189,15.06337004,24.36781609,4209.747395,59.33811487,4.96978596,32600.0,492,3340,48.63013699,318.79534989999996
204,561645.0,5938563,€,hotdogs,0.9194684214504215,42.23527,2,2303.0,25634.0,13.8,19.12303971,18.47156121,8586.0,33.48543349,14439.0,57.60094189,15.06337004,24.36781609,4209.747395,59.33811487,4.96978596,32600.0,492,3340,48.63013699,318.79534989999996
590,575645.0,5936563,€,hotdogs,0.9194684214504215,235.70334,2,2431.0,25622.0,19.3,18.10553431,22.85535868,14192.0,55.43533456,12693.0,48.03434964,21.87032222,30.04322767,5133.448272,49.46421171,8.720620449,23975.0,399,2603,31.65769001,295.722426
381,568645.0,5931563,€,hotdogs,0.9194684214504215,9.2969,2,709.0,4632.0,20.0,8.376511226,43.99827288,3314.0,71.57667387,2496.0,57.77243589999999,20.19230769,26.19047619,1059.661757,49.55266955,10.67821068,15831.0,196,.    ,18.78787879,174.22279790000002
411,569645.0,5936563,€,hotdogs,0.9194684214504215,134.89367,2,1858.0,21505.0,11.5,15.90327831,14.55010463,6473.0,30.11818351,14252.0,66.31349986,11.27561044,25.82451773,12278.90259,66.05752324,4.703592062,32559.0,926,3884,43.52750809,295.140665
557,574645.0,5936563,€,hotdogs,0.9194684214504215,132.171,2,2431.0,25622.0,19.3,18.10553431,22.85535868,14192.0,55.43533456,12693.0,48.03434964,21.87032222,30.04322767,5133.448272,49.46421171,8.720620449,23975.0,399,2603,31.65769001,295.722426
526,573645.0,5937563,€,hotdogs,0.9194684214504215,19.07123,2,1274.0,14762.0,17.0,18.44601003,15.29603035,5539.0,37.53981701,8067.0,51.79124829999999,19.17689352,23.14156432,3745.6245280000003,59.8926691,6.105710814,32210.0,413,2752,38.73239437,377.79433680000005
265,564645.0,5924563,€,hotdogs,0.9194684214504215,99.8026,2,6249.0,26098.0,16.0,10.66365239,40.78856617,15558.0,59.64804662,14144.0,62.13235294,15.46238688,30.13260174,6539.789375,48.92451299,7.807426948,20773.0,283,2750,22.68907563,187.0641428
325,566645.0,5930563,€,hotdogs,0.9194684214504215,41.8882,2,6671.0,55074.0,20.9,13.33115445,33.95613175,33262.0,60.38852578,25984.0,48.63762315,23.33743842,26.418205800000003,1556.34644,50.59246055,9.392859015,21890.0,184,2593,22.04227285,245.61499069999996
366,567645.0,5943563,€,hotdogs,0.9194684214504215,59.55254,2,,12590.0,15.6,20.02382844,12.39078634,2826.0,22.44816904,7058.0,54.78889204,16.83196373,24.66329966,1619.416041,61.32400047,4.009965595,39526.0,548,2920,57.80445969,375.694996
337,566645.0,5942563,€,hotdogs,0.9194684214504215,70.84058,2,,12590.0,15.6,20.02382844,12.39078634,2826.0,22.44816904,7058.0,54.78889204,16.83196373,24.66329966,1619.416041,61.32400047,4.009965595,39526.0,548,2920,57.80445969,375.694996
626,576645.0,5939563,€,hotdogs,0.9194684214504215,160.80771000000001,2,5976.0,90631.0,17.3,22.67215412,12.51117167,28324.0,31.26579903,46401.0,46.10460981,20.45861081,26.96723902,3411.543072,58.15357766,5.108202443,33419.0,418,2670,41.36980909,397.46885719999995
456,571645.0,5930563,€,hotdogs,0.9194684214504215,92.56662,2,663.0,2198.0,29.5,5.368516833,79.11737944,1870.0,84.88424875,723.0,65.56016598,17.28907331,25.6,349.520701,29.48128693,10.37426133,22625.0,203,.    ,14.85148515,139.6724295
254,563645.0,5938563,€,hotdogs,0.9194684214504215,34.42315,2,1583.0,28426.0,16.9,20.38626609,13.804263699999998,8326.0,29.30967719,15393.0,53.96608848,19.06061197,21.30197682,5805.727005,59.59541324,3.8673734310000003,41778.0,736,3656,57.83699059999999,336.8043341
152,559645.0,5934563,€,hotdogs,0.9168152473048728,91.79202,2,1261.0,14893.0,20.0,21.37245686,12.05264218,3572.0,23.98281187,7053.0,41.68438962,24.95392032,13.125,2504.366053,50.02190581,2.015334064,108258.0,1431,5880,83.4605598,442.15403210000005
572,574645.0,5951563,€,hotdogs,0.9168152473048728,143.22316999999998,2,232.0,4656.0,21.2,21.32731959,5.970790377999999,652.0,14.00042946,2020.0,30.74257426,27.77227723,15.86452763,269.3115315,45.45454545,1.249132547,94234.0,476,4054,66.48199446,530.7130584
64,554645.0,5934563,€,hotdogs,0.9168152473048728,45.71665,2,397.0,7238.0,20.0,25.55954684,10.07184305,1361.0,18.80873411,3491.0,43.48324262,23.8040676,15.04211793,1652.726835,41.06463878,2.115019011,120716.0,1295,5587,76.95473251,504.69743020000004
540,573645.0,5951563,€,hotdogs,0.9168152473048728,58.34372,2,195.0,6247.0,21.7,18.937089800000003,7.699695854,960.0,15.379685999999998,2627.0,29.95812714,29.76779597,18.15856777,921.0846488,51.73366834,2.110552764,65694.0,429,3012,65.6133829,516.2477989
79,555645.0,5934563,€,hotdogs,0.9168152473048728,80.76326999999999,2,397.0,7238.0,20.0,25.55954684,10.07184305,1361.0,18.80873411,3491.0,43.48324262,23.8040676,15.04211793,1652.726835,41.06463878,2.115019011,120716.0,1295,5587,76.95473251,504.69743020000004
508,572645.0,5951563,€,hotdogs,0.9168152473048728,48.52104,2,195.0,6247.0,21.7,18.937089800000003,7.699695854,960.0,15.379685999999998,2627.0,29.95812714,29.76779597,18.15856777,921.0846488,51.73366834,2.110552764,65694.0,429,3012,65.6133829,516.2477989
151,559645.0,5933563,€,hotdogs,0.9168152473048728,182.18999,2,1261.0,14893.0,20.0,21.37245686,12.05264218,3572.0,23.98281187,7053.0,41.68438962,24.95392032,13.125,2504.366053,50.02190581,2.015334064,108258.0,1431,5880,83.4605598,442.15403210000005
96,556645.0,5933563,€,hotdogs,0.9168152473048728,9.38247,2,397.0,7238.0,20.0,25.55954684,10.07184305,1361.0,18.80873411,3491.0,43.48324262,23.8040676,15.04211793,1652.726835,41.06463878,2.115019011,120716.0,1295,5587,76.95473251,504.69743020000004
470,571645.0,5944563,€,hotdogs,0.9168152473048728,119.81395,2,,10506.0,17.9,28.49800114,5.863316200000001,1729.0,16.44943393,5145.0,40.719144799999995,21.96307094,13.27433628,2570.881846,51.52838428,2.25058784,88606.0,772,3551,79.90506329,507.04359410000006
471,571645.0,5945563,€,hotdogs,0.9168152473048728,64.5544,2,,22847.0,15.8,33.36980785,6.1496038870000005,4419.0,19.342554500000002,10971.0,40.57059521,20.30808495,16.87612208,2818.797042,56.25968518,2.495718131,52157.0,500,3283,67.98652064,470.2586773
134,558645.0,5935563,€,hotdogs,0.9168152473048728,238.79335,2,,10955.0,20.5,21.32359653,12.57873117,2427.0,22.162359600000002,5191.0,42.68926989,25.12040069,14.49386503,4620.844274,46.60265879,1.728212703,85952.0,1122,4464,85.49511855,431.1273391
114,557645.0,5934563,€,hotdogs,0.9168152473048728,280.96342999999996,2,1261.0,14893.0,20.0,21.37245686,12.05264218,3572.0,23.98281187,7053.0,41.68438962,24.95392032,13.125,2504.366053,50.02190581,2.015334064,108258.0,1431,5880,83.4605598,442.15403210000005
115,557645.0,5935563,€,hotdogs,0.9168152473048728,258.73132000000004,2,,10955.0,20.5,21.32359653,12.57873117,2427.0,22.162359600000002,5191.0,42.68926989,25.12040069,14.49386503,4620.844274,46.60265879,1.728212703,85952.0,1122,4464,85.49511855,431.1273391
403,569645.0,5928563,€,hotdogs,0.8811215240005648,33.34476,0,6671.0,55074.0,20.9,13.33115445,33.95613175,33262.0,60.38852578,25984.0,48.63762315,23.33743842,26.418205800000003,1556.34644,50.59246055,9.392859015,21890.0,184,2593,22.04227285,245.61499069999996
404,569645.0,5929563,€,hotdogs,0.8811215240005648,54.406369999999995,0,709.0,4632.0,20.0,8.376511226,43.99827288,3314.0,71.57667387,2496.0,57.77243589999999,20.19230769,26.19047619,1059.661757,49.55266955,10.67821068,15831.0,196,.    ,18.78787879,174.22279790000002
379,568645.0,5929563,€,hotdogs,0.8811215240005648,26.5446,0,6671.0,55074.0,20.9,13.33115445,33.95613175,33262.0,60.38852578,25984.0,48.63762315,23.33743842,26.418205800000003,1556.34644,50.59246055,9.392859015,21890.0,184,2593,22.04227285,245.61499069999996
380,568645.0,5930563,€,hotdogs,0.8811215240005648,15.85834,0,709.0,4632.0,20.0,8.376511226,43.99827288,3314.0,71.57667387,2496.0,57.77243589999999,20.19230769,26.19047619,1059.661757,49.55266955,10.67821068,15831.0,196,.    ,18.78787879,174.22279790000002
405,569645.0,5930563,€,hotdogs,0.8811215240005648,104.30076,0,709.0,4632.0,20.0,8.376511226,43.99827288,3314.0,71.57667387,2496.0,57.77243589999999,20.19230769,26.19047619,1059.661757,49.55266955,10.67821068,15831.0,196,.    ,18.78787879,174.22279790000002
378,568645.0,5928563,€,hotdogs,0.8811215240005648,19.40902,0,6671.0,55074.0,20.9,13.33115445,33.95613175,33262.0,60.38852578,25984.0,48.63762315,23.33743842,26.418205800000003,1556.34644,50.59246055,9.392859015,21890.0,184,2593,22.04227285,245.61499069999996
406,569645.0,5931563,€,hotdogs,0.8811215240005648,5.8623400000000006,0,1398.0,9137.0,17.1,14.69847871,27.35033381,4953.0,54.20816461,5190.0,59.402697499999995,17.18689788,32.28699552,1270.641016,54.86229967,9.211140501000001,20473.0,250,3171,22.98850575,263.5438328
393,568645.0,5943563,€,hotdogs,0.8811215240005648,72.85565,0,,17655.0,17.4,25.02973662,14.28490513,6043.0,34.24766223,8589.0,42.356502500000005,21.00360927,27.32815965,1943.6135960000001,55.70840352,5.090772974,38135.0,533,3027,48.202138,409.4590767
407,569645.0,5932563,€,hotdogs,0.8811215240005648,139.35685,0,1398.0,9137.0,17.1,14.69847871,27.35033381,4953.0,54.20816461,5190.0,59.402697499999995,17.18689788,32.28699552,1270.641016,54.86229967,9.211140501000001,20473.0,250,3171,22.98850575,263.5438328
402,569645.0,5927563,€,hotdogs,0.8811215240005648,7.01531,0,6671.0,55074.0,20.9,13.33115445,33.95613175,33262.0,60.38852578,25984.0,48.63762315,23.33743842,26.418205800000003,1556.34644,50.59246055,9.392859015,21890.0,184,2593,22.04227285,245.61499069999996
401,569645.0,5926563,€,hotdogs,0.8811215240005648,22.71026,0,6671.0,55074.0,20.9,13.33115445,33.95613175,33262.0,60.38852578,25984.0,48.63762315,23.33743842,26.418205800000003,1556.34644,50.59246055,9.392859015,21890.0,184,2593,22.04227285,245.61499069999996
