,x,y,price_level,category,predicted_success
113,557645.0,5933563,€€€,cafes,0.8691276409467503
114,557645.0,5934563,€€€,cafes,0.876678354276364
115,557645.0,5935563,€€€,cafes,0.876678354276364
116,557645.0,5936563,€€€,cafes,0.7653105528072107
117,557645.0,5937563,€€€,cafes,0.8714192106979368
118,557645.0,5938563,€€€,cafes,0.9260826717794289
119,557645.0,5939563,€€€,cafes,0.8789699240275504
120,557645.0,5940563,€€€,cafes,0.7653105528072107
121,558645.0,5922563,€€€,cafes,0.7653105528072107
122,558645.0,5923563,€€€,cafes,0.7653105528072107
123,558645.0,5924563,€€€,cafes,0.7653105528072107
124,558645.0,5925563,€€€,cafes,0.8714192106979368
125,558645.0,5926563,€€€,cafes,0.7653105528072107
126,558645.0,5927563,€€€,cafes,0.7653105528072107
127,558645.0,5928563,€€€,cafes,0.7653105528072107
128,558645.0,5929563,€€€,cafes,0.7653105528072107
129,558645.0,5930563,€€€,cafes,0.8714192106979368
130,558645.0,5931563,€€€,cafes,0.7653105528072107
131,558645.0,5932563,€€€,cafes,0.7653105528072107
132,558645.0,5933563,€€€,cafes,0.7630189830560242
133,558645.0,5934563,€€€,cafes,0.9237911020282424
134,558645.0,5935563,€€€,cafes,0.876678354276364
135,558645.0,5936563,€€€,cafes,0.8818330118971981
136,558645.0,5937563,€€€,cafes,0.8714192106979368
137,558645.0,5938563,€€€,cafes,0.7653105528072107
138,558645.0,5939563,€€€,cafes,0.7653105528072107
139,558645.0,5940563,€€€,cafes,0.7653105528072107
140,558645.0,5941563,€€€,cafes,0.7653105528072107
141,559645.0,5923563,€€€,cafes,0.7653105528072107
142,559645.0,5924563,€€€,cafes,0.7653105528072107
143,559645.0,5925563,€€€,cafes,0.7653105528072107
144,559645.0,5926563,€€€,cafes,0.7653105528072107
145,559645.0,5927563,€€€,cafes,0.7653105528072107
146,559645.0,5928563,€€€,cafes,0.7653105528072107
147,559645.0,5929563,€€€,cafes,0.7653105528072107
148,559645.0,5930563,€€€,cafes,0.33461549104676225
149,559645.0,5931563,€€€,cafes,0.7653105528072107
150,559645.0,5932563,€€€,cafes,0.33461549104676225
151,559645.0,5933563,€€€,cafes,0.876678354276364
152,559645.0,5934563,€€€,cafes,0.876678354276364
153,559645.0,5935563,€€€,cafes,0.8818330118971981
154,559645.0,5936563,€€€,cafes,0.7653105528072107
155,559645.0,5937563,€€€,cafes,0.8714192106979368
156,559645.0,5938563,€€€,cafes,0.9260826717794289
157,559645.0,5939563,€€€,cafes,0.7653105528072107
158,559645.0,5940563,€€€,cafes,0.9260826717794289
159,559645.0,5941563,€€€,cafes,0.8714192106979368
160,559645.0,5942563,€€€,cafes,0.7653105528072107
161,559645.0,5943563,€€€,cafes,0.7653105528072107
162,560645.0,5919563,€€€,cafes,0.7653105528072107
163,560645.0,5923563,€€€,cafes,0.7653105528072107
164,560645.0,5924563,€€€,cafes,0.7653105528072107
165,560645.0,5925563,€€€,cafes,0.7653105528072107
166,560645.0,5926563,€€€,cafes,0.7653105528072107
167,560645.0,5927563,€€€,cafes,0.7653105528072107
168,560645.0,5928563,€€€,cafes,0.7653105528072107
169,560645.0,5929563,€€€,cafes,0.7653105528072107
170,560645.0,5930563,€€€,cafes,0.7653105528072107
171,560645.0,5931563,€€€,cafes,0.7653105528072107
172,560645.0,5932563,€€€,cafes,0.7653105528072107
173,560645.0,5933563,€€€,cafes,0.9237911020282424
174,560645.0,5934563,€€€,cafes,0.9260826717794289
175,560645.0,5935563,€€€,cafes,0.9260826717794289
176,560645.0,5936563,€€€,cafes,0.8714192106979368
177,560645.0,5937563,€€€,cafes,0.8714192106979368
178,560645.0,5938563,€€€,cafes,0.9260826717794289
179,560645.0,5939563,€€€,cafes,0.8818330118971981
180,560645.0,5940563,€€€,cafes,0.7653105528072107
181,560645.0,5941563,€€€,cafes,0.7653105528072107
182,560645.0,5942563,€€€,cafes,0.7653105528072107
183,560645.0,5943563,€€€,cafes,0.9260826717794289
184,560645.0,5944563,€€€,cafes,0.7653105528072107
185,561645.0,5919563,€€€,cafes,0.7653105528072107
186,561645.0,5920563,€€€,cafes,0.33763200344784844
187,561645.0,5921563,€€€,cafes,0.7653105528072107
188,561645.0,5922563,€€€,cafes,0.7653105528072107
189,561645.0,5923563,€€€,cafes,0.7653105528072107
190,561645.0,5924563,€€€,cafes,0.7653105528072107
191,561645.0,5925563,€€€,cafes,0.7653105528072107
192,561645.0,5926563,€€€,cafes,0.7653105528072107
193,561645.0,5927563,€€€,cafes,0.7653105528072107
194,561645.0,5928563,€€€,cafes,0.7653105528072107
195,561645.0,5929563,€€€,cafes,0.7653105528072107
196,561645.0,5930563,€€€,cafes,0.33461549104676225
197,561645.0,5931563,€€€,cafes,0.7653105528072107
198,561645.0,5932563,€€€,cafes,0.33461549104676225
199,561645.0,5933563,€€€,cafes,0.9260826717794289
200,561645.0,5934563,€€€,cafes,0.9260826717794289
201,561645.0,5935563,€€€,cafes,0.9260826717794289
202,561645.0,5936563,€€€,cafes,0.7653105528072107
203,561645.0,5937563,€€€,cafes,0.9260826717794289
204,561645.0,5938563,€€€,cafes,0.8789699240275504
205,561645.0,5939563,€€€,cafes,0.8789699240275504
206,561645.0,5940563,€€€,cafes,0.7653105528072107
207,561645.0,5941563,€€€,cafes,0.8714192106979368
208,561645.0,5942563,€€€,cafes,0.8789699240275504
209,561645.0,5943563,€€€,cafes,0.7653105528072107
210,561645.0,5944563,€€€,cafes,0.7653105528072107
211,562645.0,5920563,€€€,cafes,0.7653105528072107
212,562645.0,5921563,€€€,cafes,0.8714192106979368
213,562645.0,5922563,€€€,cafes,0.8714192106979368
214,562645.0,5923563,€€€,cafes,0.7653105528072107
215,562645.0,5924563,€€€,cafes,0.7653105528072107
216,562645.0,5925563,€€€,cafes,0.7653105528072107
217,562645.0,5926563,€€€,cafes,0.7653105528072107
218,562645.0,5927563,€€€,cafes,0.7653105528072107
219,562645.0,5928563,€€€,cafes,0.7653105528072107
220,562645.0,5929563,€€€,cafes,0.7653105528072107
221,562645.0,5930563,€€€,cafes,0.7653105528072107
222,562645.0,5931563,€€€,cafes,0.7653105528072107
223,562645.0,5932563,€€€,cafes,0.7653105528072107
224,562645.0,5933563,€€€,cafes,0.9260826717794289
225,562645.0,5934563,€€€,cafes,0.9260826717794289
226,562645.0,5935563,€€€,cafes,0.9260826717794289
227,562645.0,5936563,€€€,cafes,0.9260826717794289
228,562645.0,5936563,€€€,cafes,0.9260826717794289
229,562645.0,5937563,€€€,cafes,0.9260826717794289
230,562645.0,5938563,€€€,cafes,0.9260826717794289
231,562645.0,5939563,€€€,cafes,0.7653105528072107
232,562645.0,5940563,€€€,cafes,0.7653105528072107
233,562645.0,5941563,€€€,cafes,0.9260826717794289
234,562645.0,5942563,€€€,cafes,0.8818330118971981
235,562645.0,5943563,€€€,cafes,0.9260826717794289
236,562645.0,5944563,€€€,cafes,0.7653105528072107
237,563645.0,5920563,€€€,cafes,0.7653105528072107
238,563645.0,5921563,€€€,cafes,0.7653105528072107
239,563645.0,5922563,€€€,cafes,0.8818330118971981
240,563645.0,5923563,€€€,cafes,0.8789699240275504
241,563645.0,5924563,€€€,cafes,0.9260826717794289
242,563645.0,5925563,€€€,cafes,0.7653105528072107
243,563645.0,5926563,€€€,cafes,0.33763200344784844
244,563645.0,5927563,€€€,cafes,0.7653105528072107
245,563645.0,5928563,€€€,cafes,0.7653105528072107
246,563645.0,5929563,€€€,cafes,0.7653105528072107
247,563645.0,5930563,€€€,cafes,0.7653105528072107
248,563645.0,5931563,€€€,cafes,0.7653105528072107
249,563645.0,5932563,€€€,cafes,0.7653105528072107
250,563645.0,5933563,€€€,cafes,0.9260826717794289
251,563645.0,5934563,€€€,cafes,0.9260826717794289
252,563645.0,5935563,€€€,cafes,0.9260826717794289
253,563645.0,5935563,€€€,cafes,0.9260826717794289
254,563645.0,5936563,€€€,cafes,0.9260826717794289
255,563645.0,5936563,€€€,cafes,0.9260826717794289
256,563645.0,5937563,€€€,cafes,0.9260826717794289
257,563645.0,5938563,€€€,cafes,0.8789699240275504
258,563645.0,5939563,€€€,cafes,0.9260826717794289
259,563645.0,5940563,€€€,cafes,0.8789699240275504
260,563645.0,5941563,€€€,cafes,0.7653105528072107
261,563645.0,5942563,€€€,cafes,0.7653105528072107
262,563645.0,5943563,€€€,cafes,0.7653105528072107
263,563645.0,5944563,€€€,cafes,0.8789699240275504
264,564645.0,5920563,€€€,cafes,0.7653105528072107
265,564645.0,5921563,€€€,cafes,0.7653105528072107
266,564645.0,5922563,€€€,cafes,0.7653105528072107
267,564645.0,5923563,€€€,cafes,0.9260826717794289
268,564645.0,5923563,€€€,cafes,0.9260826717794289
269,564645.0,5924563,€€€,cafes,0.8789699240275504
270,564645.0,5924563,€€€,cafes,0.8789699240275504
271,564645.0,5925563,€€€,cafes,0.7653105528072107
272,564645.0,5926563,€€€,cafes,0.7653105528072107
273,564645.0,5927563,€€€,cafes,0.7653105528072107
274,564645.0,5928563,€€€,cafes,0.7653105528072107
275,564645.0,5929563,€€€,cafes,0.7653105528072107
276,564645.0,5930563,€€€,cafes,0.7653105528072107
277,564645.0,5931563,€€€,cafes,0.7653105528072107
278,564645.0,5932563,€€€,cafes,0.8714192106979368
279,564645.0,5933563,€€€,cafes,0.9260826717794289
280,564645.0,5934563,€€€,cafes,0.9260826717794289
281,564645.0,5935563,€€€,cafes,0.9260826717794289
282,564645.0,5936563,€€€,cafes,0.9260826717794289
283,564645.0,5937563,€€€,cafes,0.9260826717794289
284,564645.0,5938563,€€€,cafes,0.9260826717794289
285,564645.0,5939563,€€€,cafes,0.9260826717794289
286,564645.0,5940563,€€€,cafes,0.9260826717794289
287,564645.0,5941563,€€€,cafes,0.8714192106979368
288,564645.0,5942563,€€€,cafes,0.7653105528072107
289,564645.0,5943563,€€€,cafes,0.7653105528072107
290,564645.0,5944563,€€€,cafes,0.7653105528072107
291,565645.0,5919563,€€€,cafes,0.7653105528072107
292,565645.0,5920563,€€€,cafes,0.8714192106979368
293,565645.0,5921563,€€€,cafes,0.8714192106979368
294,565645.0,5922563,€€€,cafes,0.9260826717794289
295,565645.0,5923563,€€€,cafes,0.9260826717794289
296,565645.0,5923563,€€€,cafes,0.9260826717794289
297,565645.0,5924563,€€€,cafes,0.9260826717794289
298,565645.0,5924563,€€€,cafes,0.9260826717794289
299,565645.0,5925563,€€€,cafes,0.7653105528072107
300,565645.0,5926563,€€€,cafes,0.8789699240275504
301,565645.0,5927563,€€€,cafes,0.7653105528072107
302,565645.0,5928563,€€€,cafes,0.7653105528072107
303,565645.0,5929563,€€€,cafes,0.9260826717794289
304,565645.0,5930563,€€€,cafes,0.5066786063817786
305,565645.0,5931563,€€€,cafes,0.7653105528072107
306,565645.0,5932563,€€€,cafes,0.503346918233041
307,565645.0,5933563,€€€,cafes,0.9260826717794289
308,565645.0,5934563,€€€,cafes,0.9260826717794289
309,565645.0,5935563,€€€,cafes,0.9260826717794289
310,565645.0,5936563,€€€,cafes,0.9260826717794289
311,565645.0,5937563,€€€,cafes,0.9260826717794289
312,565645.0,5938563,€€€,cafes,0.9260826717794289
313,565645.0,5939563,€€€,cafes,0.9260826717794289
314,565645.0,5940563,€€€,cafes,0.7653105528072107
315,565645.0,5941563,€€€,cafes,0.7653105528072107
316,565645.0,5942563,€€€,cafes,0.8714192106979368
317,565645.0,5943563,€€€,cafes,0.7653105528072107
318,565645.0,5944563,€€€,cafes,0.7653105528072107
319,565645.0,5945563,€€€,cafes,0.7653105528072107
320,565645.0,5946563,€€€,cafes,0.8714192106979368
321,565645.0,5947563,€€€,cafes,0.8714192106979368
322,566645.0,5920563,€€€,cafes,0.7653105528072107
323,566645.0,5921563,€€€,cafes,0.8714192106979368
324,566645.0,5922563,€€€,cafes,0.7653105528072107
325,566645.0,5923563,€€€,cafes,0.8714192106979368
326,566645.0,5924563,€€€,cafes,0.7653105528072107
327,566645.0,5925563,€€€,cafes,0.7653105528072107
328,566645.0,5926563,€€€,cafes,0.7653105528072107
329,566645.0,5927563,€€€,cafes,0.8789699240275504
330,566645.0,5928563,€€€,cafes,0.8714192106979368
331,566645.0,5929563,€€€,cafes,0.8714192106979368
332,566645.0,5930563,€€€,cafes,0.8789699240275504
333,566645.0,5931563,€€€,cafes,0.7653105528072107
334,566645.0,5932563,€€€,cafes,0.8714192106979368
335,566645.0,5933563,€€€,cafes,0.9260826717794289
336,566645.0,5934563,€€€,cafes,0.9260826717794289
337,566645.0,5935563,€€€,cafes,0.7653105528072107
338,566645.0,5936563,€€€,cafes,0.8714192106979368
339,566645.0,5937563,€€€,cafes,0.9260826717794289
340,566645.0,5938563,€€€,cafes,0.9260826717794289
341,566645.0,5939563,€€€,cafes,0.8714192106979368
342,566645.0,5940563,€€€,cafes,0.9260826717794289
343,566645.0,5941563,€€€,cafes,0.8714192106979368
344,566645.0,5942563,€€€,cafes,0.8789699240275504
345,566645.0,5943563,€€€,cafes,0.7653105528072107
346,566645.0,5944563,€€€,cafes,0.9260826717794289
347,566645.0,5945563,€€€,cafes,0.8789699240275504
348,566645.0,5946563,€€€,cafes,0.7653105528072107
349,566645.0,5947563,€€€,cafes,0.8789699240275504
350,567645.0,5920563,€€€,cafes,0.7653105528072107
351,567645.0,5921563,€€€,cafes,0.7653105528072107
352,567645.0,5922563,€€€,cafes,0.7653105528072107
353,567645.0,5923563,€€€,cafes,0.7653105528072107
354,567645.0,5924563,€€€,cafes,0.7653105528072107
355,567645.0,5925563,€€€,cafes,0.7653105528072107
356,567645.0,5926563,€€€,cafes,0.8714192106979368
357,567645.0,5927563,€€€,cafes,0.7653105528072107
358,567645.0,5928563,€€€,cafes,0.3360545086584966
359,567645.0,5929563,€€€,cafes,0.8714192106979368
360,567645.0,5930563,€€€,cafes,0.7653105528072107
361,567645.0,5931563,€€€,cafes,0.8818330118971981
362,567645.0,5932563,€€€,cafes,0.7653105528072107
363,567645.0,5933563,€€€,cafes,0.9260826717794289
364,567645.0,5934563,€€€,cafes,0.9260826717794289
365,567645.0,5935563,€€€,cafes,0.9260826717794289
366,567645.0,5936563,€€€,cafes,0.9260826717794289
367,567645.0,5937563,€€€,cafes,0.9260826717794289
368,567645.0,5938563,€€€,cafes,0.7653105528072107
369,567645.0,5939563,€€€,cafes,0.8818330118971981
370,567645.0,5940563,€€€,cafes,0.8714192106979368
371,567645.0,5941563,€€€,cafes,0.8714192106979368
372,567645.0,5942563,€€€,cafes,0.9260826717794289
373,567645.0,5943563,€€€,cafes,0.8789699240275504
374,567645.0,5944563,€€€,cafes,0.7653105528072107
375,567645.0,5945563,€€€,cafes,0.7653105528072107
376,567645.0,5946563,€€€,cafes,0.9260826717794289
377,567645.0,5947563,€€€,cafes,0.8789699240275504
378,567645.0,5948563,€€€,cafes,0.7653105528072107
379,568645.0,5922563,€€€,cafes,0.7653105528072107
380,568645.0,5923563,€€€,cafes,0.7653105528072107
381,568645.0,5924563,€€€,cafes,0.7653105528072107
382,568645.0,5925563,€€€,cafes,0.7653105528072107
383,568645.0,5926563,€€€,cafes,0.7653105528072107
384,568645.0,5927563,€€€,cafes,0.7653105528072107
385,568645.0,5928563,€€€,cafes,0.7653105528072107
386,568645.0,5929563,€€€,cafes,0.7653105528072107
387,568645.0,5930563,€€€,cafes,0.7653105528072107
388,568645.0,5931563,€€€,cafes,0.8789699240275504
389,568645.0,5932563,€€€,cafes,0.9260826717794289
390,568645.0,5933563,€€€,cafes,0.9260826717794289
391,568645.0,5934563,€€€,cafes,0.9260826717794289
392,568645.0,5935563,€€€,cafes,0.9260826717794289
393,568645.0,5936563,€€€,cafes,0.9260826717794289
394,568645.0,5937563,€€€,cafes,0.9260826717794289
395,568645.0,5938563,€€€,cafes,0.8789699240275504
396,568645.0,5939563,€€€,cafes,0.9260826717794289
397,568645.0,5940563,€€€,cafes,0.8818330118971981
398,568645.0,5941563,€€€,cafes,0.9260826717794289
399,568645.0,5942563,€€€,cafes,0.8789699240275504
400,568645.0,5943563,€€€,cafes,0.7653105528072107
401,568645.0,5944563,€€€,cafes,0.8714192106979368
402,568645.0,5945563,€€€,cafes,0.7653105528072107
403,568645.0,5946563,€€€,cafes,0.7653105528072107
404,568645.0,5947563,€€€,cafes,0.7653105528072107
405,568645.0,5948563,€€€,cafes,0.7653105528072107
406,569645.0,5924563,€€€,cafes,0.33763200344784844
407,569645.0,5925563,€€€,cafes,0.7653105528072107
408,569645.0,5926563,€€€,cafes,0.7653105528072107
409,569645.0,5927563,€€€,cafes,0.7653105528072107
410,569645.0,5928563,€€€,cafes,0.7653105528072107
411,569645.0,5929563,€€€,cafes,0.7653105528072107
412,569645.0,5930563,€€€,cafes,0.7653105528072107
413,569645.0,5931563,€€€,cafes,0.7653105528072107
414,569645.0,5932563,€€€,cafes,0.7653105528072107
415,569645.0,5933563,€€€,cafes,0.8818330118971981
416,569645.0,5934563,€€€,cafes,0.9260826717794289
417,569645.0,5935563,€€€,cafes,0.9260826717794289
418,569645.0,5936563,€€€,cafes,0.8789699240275504
419,569645.0,5937563,€€€,cafes,0.9260826717794289
420,569645.0,5938563,€€€,cafes,0.9260826717794289
421,569645.0,5939563,€€€,cafes,0.8789699240275504
422,569645.0,5940563,€€€,cafes,0.9260826717794289
423,569645.0,5941563,€€€,cafes,0.7653105528072107
424,569645.0,5942563,€€€,cafes,0.7653105528072107
425,569645.0,5943563,€€€,cafes,0.8789699240275504
426,569645.0,5944563,€€€,cafes,0.8714192106979368
427,569645.0,5945563,€€€,cafes,0.8714192106979368
428,569645.0,5946563,€€€,cafes,0.7653105528072107
429,569645.0,5947563,€€€,cafes,0.7653105528072107
430,570645.0,5924563,€€€,cafes,0.7630189830560242
431,570645.0,5925563,€€€,cafes,0.7630189830560242
432,570645.0,5926563,€€€,cafes,0.7630189830560242
433,570645.0,5927563,€€€,cafes,0.7630189830560242
434,570645.0,5928563,€€€,cafes,0.7653105528072107
435,570645.0,5929563,€€€,cafes,0.7653105528072107
436,570645.0,5930563,€€€,cafes,0.7653105528072107
437,570645.0,5931563,€€€,cafes,0.8714192106979368
438,570645.0,5932563,€€€,cafes,0.7653105528072107
439,570645.0,5933563,€€€,cafes,0.7653105528072107
440,570645.0,5934563,€€€,cafes,0.9260826717794289
441,570645.0,5935563,€€€,cafes,0.8714192106979368
442,570645.0,5936563,€€€,cafes,0.9260826717794289
443,570645.0,5936563,€€€,cafes,0.9260826717794289
444,570645.0,5937563,€€€,cafes,0.9260826717794289
445,570645.0,5938563,€€€,cafes,0.7653105528072107
446,570645.0,5939563,€€€,cafes,0.9260826717794289
447,570645.0,5940563,€€€,cafes,0.9260826717794289
448,570645.0,5941563,€€€,cafes,0.8714192106979368
449,570645.0,5942563,€€€,cafes,0.7653105528072107
450,570645.0,5943563,€€€,cafes,0.7630189830560242
451,570645.0,5944563,€€€,cafes,0.8714192106979368
452,570645.0,5945563,€€€,cafes,0.7653105528072107
453,570645.0,5946563,€€€,cafes,0.8714192106979368
454,570645.0,5947563,€€€,cafes,0.7653105528072107
455,570645.0,5948563,€€€,cafes,0.7630189830560242
456,570645.0,5949563,€€€,cafes,0.7630189830560242
457,571645.0,5923563,€€€,cafes,0.7630189830560242
458,571645.0,5924563,€€€,cafes,0.7630189830560242
459,571645.0,5925563,€€€,cafes,0.8691276409467503
460,571645.0,5926563,€€€,cafes,0.7630189830560242
461,571645.0,5927563,€€€,cafes,0.8691276409467503
462,571645.0,5928563,€€€,cafes,0.8789699240275504
463,571645.0,5929563,€€€,cafes,0.7653105528072107
464,571645.0,5930563,€€€,cafes,0.8789699240275504
465,571645.0,5931563,€€€,cafes,0.7653105528072107
466,571645.0,5932563,€€€,cafes,0.8714192106979368
467,571645.0,5933563,€€€,cafes,0.8818330118971981
468,571645.0,5934563,€€€,cafes,0.9260826717794289
469,571645.0,5935563,€€€,cafes,0.7653105528072107
470,571645.0,5936563,€€€,cafes,0.8714192106979368
471,571645.0,5936563,€€€,cafes,0.8714192106979368
472,571645.0,5937563,€€€,cafes,0.8818330118971981
473,571645.0,5937563,€€€,cafes,0.8818330118971981
474,571645.0,5938563,€€€,cafes,0.7653105528072107
475,571645.0,5938563,€€€,cafes,0.7653105528072107
476,571645.0,5939563,€€€,cafes,0.8714192106979368
477,571645.0,5940563,€€€,cafes,0.8789699240275504
478,571645.0,5941563,€€€,cafes,0.9260826717794289
479,571645.0,5942563,€€€,cafes,0.7653105528072107
480,571645.0,5943563,€€€,cafes,0.7630189830560242
481,571645.0,5944563,€€€,cafes,0.876678354276364
482,571645.0,5945563,€€€,cafes,0.8789699240275504
483,571645.0,5946563,€€€,cafes,0.9260826717794289
484,571645.0,5947563,€€€,cafes,0.7653105528072107
485,571645.0,5948563,€€€,cafes,0.7630189830560242
486,571645.0,5949563,€€€,cafes,0.7630189830560242
487,571645.0,5950563,€€€,cafes,0.7630189830560242
488,571645.0,5951563,€€€,cafes,0.7630189830560242
489,571645.0,5952563,€€€,cafes,0.7630189830560242
490,572645.0,5922563,€€€,cafes,0.7630189830560242
491,572645.0,5923563,€€€,cafes,0.7630189830560242
492,572645.0,5924563,€€€,cafes,0.7630189830560242
493,572645.0,5925563,€€€,cafes,0.7630189830560242
494,572645.0,5926563,€€€,cafes,0.7630189830560242
495,572645.0,5927563,€€€,cafes,0.7630189830560242
496,572645.0,5928563,€€€,cafes,0.7653105528072107
497,572645.0,5929563,€€€,cafes,0.7653105528072107
