id,price,rating,review_count,is_closed,zip_code,epsg25832_latitude,epsg25832_longitude,epsg4326_latitude,epsg4326_longitude
FlDS_9MJUeLjBYtmBCmJFA,€€,4.5,46,False,20099,567097.3613750129,5934921.418878849,53.55888,10.01295
wAyBwXDgVhyllXlrFMfGzw,€€,4.0,41,False,20099,566599.4452132696,5934877.421406194,53.558548,10.005425
GlJPE6rxAbPBs-f5Ji31zw,€€,4.0,25,False,20099,566795.3132286242,5934636.733185296,53.55636,10.00833
E40AgxAbEr26GO9UDWhlGA,€,5.0,20,False,20099,567279.7583144519,5934743.61990165,53.5572587422763,10.015664845705
-aNArC_K4wfQpZl7zjZpVg,€€,4.0,25,False,20095,566681.0080868865,5934297.587689327,53.5533265638228,10.0065324185547
cXqYsMWCRNOSUEcxPtTuew,n/a,5.0,1,False,20099,567065.5694136522,5934874.22240917,53.5584599,10.01246
Aq99lGam9-yap1VpPCovcQ,€€€,4.5,45,False,20099,567060.4723979397,5934533.676127122,53.5554,10.01231
Fg6_nKcuOEPfbDx7zZ-80g,n/a,3.5,4,False,20097,567757.1372147701,5933766.51037745,53.5484159,10.0226584
QC_1FxW0PsrK10v2u2shSg,€€,3.0,242,False,20095,566429.397192665,5934275.718368589,53.5531619174324,10.0027304109601
ffhZvAAPSRewKhW--_4Sgw,€€,3.0,31,False,20537,569324.6339883322,5934206.987466096,53.5521699,10.04641
dRAhAFogYc4TrMUbpEypEA,€€€,3.5,72,False,20099,566517.042036963,5934829.197739478,53.5581250532535,10.0041709388373
DmAnYz6jT0x-56KM-Pywpw,€€,4.5,10,False,20099,567459.4946005744,5934383.587168327,53.554,10.0183
_h5Nde9PbRhYFI53V0cPcQ,€€,4.5,37,False,20099,567249.8919608018,5934585.331048187,53.55584,10.01518
OgaHLWyDvFNWAFgfyqPPSg,€€,3.5,55,False,20099,567097.3613750129,5934921.418878849,53.55888,10.01295
ctTLYvZK4QtRcIzjYFXzqw,€,4.0,2,False,20537,568184.7469519968,5933715.265325424,53.5479,10.0291
sBta_-0fWSZZPQ99EEx_mg,€€,5.0,2,False,20095,566532.2208055188,5934362.464247708,53.5539285,10.0043007
TS9CcGeLyj44ewNKg3adQQ,€€,4.0,23,False,20099,566938.6936453911,5934711.090616768,53.55701,10.01051
Zpjl0u3-434EJDryWj1wCw,€€,4.5,27,False,20535,569730.354151733,5934776.0373673,53.5572302623237,10.0526598840952
PaJooy5EEBd4RMDIgQwqYQ,€€€,4.0,59,False,20095,566685.3054597019,5933745.802776379,53.5483670129138,10.0064795925903
vJDcM9FxVmpmvtQ7BK67Ug,n/a,4.0,2,False,20097,567876.9276125315,5933411.508220727,53.5452099662376,10.024389031408
DMpN_IaZC-99vdPNTlp5_A,€€,3.5,25,False,20099,567089.9376938449,5934465.107914132,53.55478,10.01274
C-Q8za0niTnjPtdVK0VnbQ,€€,4.0,41,False,20095,566425.9363468672,5934060.657374683,53.5512295558715,10.002632486647
Ulfbttuct2SCuoCTJtdxMg,€€,3.5,52,False,20095,566388.2379937383,5934138.064637499,53.55193,10.00208
GeEg6q3kfZddGj-INo9-jA,€,4.0,14,False,20537,568102.8946759437,5934198.1078818925,53.55225,10.02797
hEsPeLCiA91EepzbKGl34g,€,3.5,11,False,22087,568312.4916929866,5935235.939942491,53.5615499,10.03136
koExBgS9t0BuEKLRMFr68w,€€,3.0,50,False,20095,566590.2831261797,5934188.757517258,53.55236,10.00514
MKAEKFvbJmQ9rSeNrREnPQ,€€,3.5,41,False,20099,566735.9325479901,5934606.659794615,53.5560972771283,10.0074273313671
vRrOfTMGSi7BFXjd7Ys8vw,€€€,4.5,72,False,20099,566971.3438082121,5935024.666593208,53.559824,10.01107
8cDuG1lWfaZ62oErAN23Hw,€,3.0,9,False,20535,568998.4912046732,5934601.234181321,53.555756,10.041575
RDdPBDS7d1P6O844qJittw,n/a,5.0,1,False,20097,567598.7017608334,5934231.137146703,53.552612,10.020368
gXKSShbEzFl6uSQNEClnXA,€,4.5,3,False,22087,567679.0779089422,5935242.397685739,53.56169,10.0218
U6nr8vDYnqJOjqISCaEo6A,€€,4.0,264,False,20099,567088.2779784288,5934907.937329022,53.55876,10.01281
O4tYTnYL_uOnwpbyaa1AuQ,€€,5.0,4,False,20537,568627.4503402081,5934077.747441674,53.5511,10.03586
r4K9EszwC5OWMq2D70DhNg,€€€,4.0,43,False,22087,567218.3684919472,5935170.160433201,53.5611,10.01483
Y0qJ9IMHh-1p5sEBRpan6g,€€,4.0,14,False,20095,566441.7863479152,5933746.817188132,53.548407,10.002805
GI5nMwJ3135yTZ-MEmaClA,n/a,4.0,4,False,20095,566701.5524629843,5933582.799004947,53.5469,10.00669
JzN975VKHmQyKaV1WCPBeg,n/a,5.0,1,False,20537,569493.9863508624,5934063.947693783,53.550862,10.048934
xyJRKZuyMOa85SUzv9Hq0w,€€,3.5,19,False,20099,567641.8569159546,5934715.417708184,53.5569587486969,10.0211240833282
-t0MRe7DNQuNA6vKLf_dBg,€€,4.0,22,False,20099,567077.3810304237,5934427.993993752,53.5544480549427,10.012542522571
4bw-Dgc3LsPEJIPiYVKfYw,n/a,4.0,1,False,20535,568889.6314236438,5934957.422683006,53.5589714,10.0400105
peleM-BFvgBpFd-Z7trXGw,€,3.0,4,False,20095,566473.2723158295,5933793.214749708,53.54882,10.00329
FNi6ItF-O5zF2FwBM4-qbA,€€,3.5,52,False,20099,567067.3856136427,5935162.3052470675,53.5610487193049,10.0125492400179
YiUt58qQ2MY9oXGpgaH_1Q,n/a,4.0,1,False,20535,569313.3013544142,5934862.139326798,53.5580593039523,10.0463842444075
RalKIu6oNIE8cazo_WJzTg,n/a,4.0,1,False,20095,566517.9062160335,5933757.700550474,53.5484951737335,10.0039559975266
Cif39CztaBL0GGSK6wF8YQ,€€,3.0,42,False,20099,566867.0957848092,5934605.63103922,53.5560713401454,10.0094067782911
H-mSbykkIjbR2Q2i2blvnQ,€,4.5,26,False,22087,568650.5107540643,5935274.228739612,53.5618499,10.0364708
r6uXZN_3G0hJNV6NSApzlA,€€,3.5,153,False,20099,566806.059887998,5934439.270846151,53.554584,10.00845
tJFkVq9SgPUMJABq6gRBMw,€,4.0,3,False,20097,567113.8445879252,5933855.690950619,53.5493,10.01297
UVwDbxYEk65NQhhtXhGhFg,€€,3.5,16,False,20099,566931.4518892075,5934637.788789781,53.5563521461902,10.010385
JtYrbNq9grPeTgBo0UKqcg,n/a,5.0,1,False,20537,569308.9587705013,5934281.977663643,53.552845913437,10.0461900606751
FcqmT20NSG-a_DG5C294BA,€,3.5,3,False,20097,567588.3490615896,5934236.632238692,53.5526627182018,10.0202129464614
-KYMk20hPZSmOsmD7wodFw,€,4.5,32,False,20099,567401.157769197,5934617.521425359,53.5561099,10.01747
5XAfbD0y4wRv7eqpVx6YIg,n/a,4.0,1,False,20099,567318.3162569021,5934526.221274222,53.5553,10.0162
g5MJw-nYVpYra0Ts0zk1Cw,n/a,5.0,1,False,20537,568869.9287420333,5933536.055477459,53.5462,10.0394
Bj8UnD9SGFCwqXU0AIKZlw,€,3.0,5,False,20097,566958.0686420645,5934186.173566726,53.55229,10.01069
9PdMuNA1zYYnDlwF1WPAaw,n/a,4.0,1,False,22087,568756.7256111174,5935160.065611976,53.56081,10.038049
IgaP0lJxg0isgV0QYMulSg,n/a,5.0,1,False,20099,566945.0549138306,5934262.764825655,53.55298,10.01051
YJ8SrwQx3-I071Hw0zEs_A,€€€,4.0,1,False,20099,566796.9031645659,5934477.640412951,53.55493,10.00832
gjXe5BiGT1m9A08jNlxavw,€€,5.0,4,False,20099,566925.4700459053,5934791.2999446085,53.557732542312,10.0103275850415
