id,price,rating,review_cou,is_closed,zip_code,epsg25832_,epsg2583_1,epsg4326_l,epsg4326_1,Bezirk_Nam,Stadtteil,water_distance
g9ylvGdAVIch-Y52TLGCww,€€,3.0,6,False,21029.0,582545.32835,5926512.0425,53.48111,10.243889999999999,Bergedorf,Bergedorf,12.566937568941164
dpRmaAsro244woCbG-KXsQ,€€,4.0,46,False,21037.0,573285.0773199999,5927141.55038,53.48814,10.10453,Bergedorf,Allermöhe,97.91531535527545
HOF5OiBdvdlwq1KVzE9ZWw,€€,3.0,11,False,21037.0,573149.6686,5925700.49633,53.4752,10.10215,Bergedorf,Ochsenwerder,44.86571821722428
uediSPOOphx_pjHdEh8o6w,€,4.5,4,False,21037.0,577828.4728100001,5925456.99039,53.47234,10.17257,Bergedorf,Allermöhe,36.86857297243193
uL2lgxX9ZyWuL5b_tM3V7w,,4.5,6,False,21035.0,578314.96481,5927073.59945,53.4868,10.1803,Bergedorf,Neuallermöhe,72.16391482871897
Cw7U5VNrO8Xc8RbOyv1eGg,€€,3.5,3,False,21035.0,577966.16061,5926671.308119999,53.48324,10.17494,Bergedorf,Neuallermöhe,39.70857259800117
5hLgt7EOAsakw7gvQXO2hg,€€,5.0,1,False,21035.0,577969.7331899999,5926678.43535,53.4833,10.175,Bergedorf,Neuallermöhe,35.10634501769996
uH_upvPztOicOQbLPKIxBg,,5.0,1,False,21035.0,577973.89702,5926679.50546,53.483309999999996,10.17506,Bergedorf,Neuallermöhe,36.722218494880046
EyRhmv16rRxKLtyuVHlaGg,€€,4.0,2,False,21035.0,577963.50763,5926671.31408,53.48324,10.1749,Bergedorf,Neuallermöhe,38.73152964195532
cFLgL5djHrgc4x8w-5SrRw,€,3.0,1,False,21035.0,578288.60935,5927062.03565,53.4867,10.1799,Bergedorf,Neuallermöhe,77.90455343898991
svMvWfP_oj_T5ol1u3gH0A,€€,3.5,20,False,21109.0,567433.47914,5926917.06057,53.4869,10.0163,Hamburg-Mitte,Wilhelmsburg,17.715164868134284
ceta9UkTZYUYM_fBq7G_hQ,,1.0,1,False,21109.0,568008.48843,5926157.5401800005,53.48,10.0248,Hamburg-Mitte,Wilhelmsburg,11.197783075756725
_jg-uq_jg1L9ASCZNd54Tg,€€€,4.0,1,False,21109.0,567617.25438,5926734.97865,53.485240000000005,10.01903,Hamburg-Mitte,Wilhelmsburg,11.75192344471086
45K9V6Od-olAsZzNnCq1Ew,,5.0,1,False,21037.0,570539.27398,5926012.45029,53.478359999999995,10.0629,Bergedorf,Spadenland,19.936338745862436
Xj9G0gSsZLrLBp4Pu3Pt7A,€€,4.0,22,False,21037.0,571881.71617,5925736.83247,53.4757,10.083060000000001,Bergedorf,Ochsenwerder,42.08853776496394
GzkdZKdjaoIzIz0SzaoKdg,,3.5,5,False,21107.0,565821.4299699999,5926351.36561,53.48202,9.99189,Hamburg-Mitte,Wilhelmsburg,123.71907912391431
eFE5SnsanlNihnFs1fORDw,€€,3.5,7,False,21109.0,566348.04642,5927292.00305,53.49041,10.00002,Hamburg-Mitte,Wilhelmsburg,8.190271983897034
xmU6uVUEbYDgtmppRidtYg,,4.0,1,False,21107.0,565716.34132,5926892.889880001,53.4869,9.99042,Hamburg-Mitte,Wilhelmsburg,11.505251786042294
viU8W58X8U7CIk18WRp8IQ,€€,4.5,7,False,21147.0,558919.4519,5925840.8996,53.47825,9.8878,Harburg,Hausbruch,314.855408161268
WvHcp_RfDgRiD5yS8bYnZw,€,4.5,3,False,21147.0,557268.0892800001,5925948.57583,53.4794,9.86294,Harburg,Neugraben-Fischbek,288.39955009087436
6_i0Ifuq-HxOqLvguRO4UA,,4.0,1,False,21147.0,557737.70051,5925647.1962,53.47664,9.86996,Harburg,Neugraben-Fischbek,156.2048732971962
gLtQQkYai9Znzw4n2GgsUg,,4.5,2,False,21147.0,556884.74327,5925653.24375,53.47679,9.85711,Harburg,Neugraben-Fischbek,289.09062594124714
nQ4PwWDBJX1S6HlUaFV-WA,,5.0,1,False,21147.0,558068.48696,5926040.5004,53.480140000000006,9.87502,Harburg,Neugraben-Fischbek,22.246299031447137
