,distance
98aFDKSYZnwJtLLe3Wxf6w,127.52073734316406
ILJdjVeC9EU0ZAyl2IZfkw,32.598770760514476
kWJowGmc_ltrgOpxjBtY0g,174.4441341530721
3H3LA7zHDQMKxhbKZ_uXXA,125.4134754238364
G8vTrkjmYm7ymw8fYQ_-0A,3.5507080573791976
jUPENPA2agvBwm75l0CokQ,91.7490742688697
XIgAJqYrSM9reXc9i4PSUw,36.93074070469445
j0ysYcDNHxTNKmuAvcgJ4A,225.80200638965627
_M1WzOBE-XxhsHyxrEL6kQ,66.63265659412443
TQZu5TXWITuFj5bqRMVQEw,15.871097483174607
a16kZh83Ee5ZoSjXghj_5A,27.88782426777203
eeAeK-QDo5mwnzxzg42r8w,279.95164169628237
sJHyZAcqZ7M1Ffy2PEyxKA,231.71079675501935
G_bKcShBqhkMyTjZAALNLg,23.533310201922824
PsyHTuNN8hLO6bbsbz1tCg,22.617739207582538
eTvIy-Dk3Te9sMQYsz5AYQ,125.6797958656208
_wb_8bDSfSZXZ76NwNKA5w,72.56272302425731
IXtkTDyPslFKFzjZouTG1Q,27.86292724791049
M1pGgGZ7ghiLnLRUfG1B5Q,116.66458864625673
d4XCaPNR7j0Qm6Z5Qd0uQw,380.4370782280114
z3xSdGIRbXTExpnk2ZS8PA,31.213896936760147
-7AsMKjzFEqv08oGkTiRJQ,100.57027936846877
pRji4PKv8PrO3T9nDpt1Rg,98.81298656226946
jOGz-IvadObbfbZ3QWiTrA,34.28097533750803
GOJDESC3enoUxwJ6jQjqHQ,71.73827928646296
PAybP26pL4o0hz4x1c1n7w,67.88775445580487
ILqK9rW4j1b3Ja6fDxDDnA,67.61957747698305
D0QJeA5CeKN13iI5UUvI-g,41.00867766921308
Ky-jJxTL7hzwNMsLq0x77g,11.201217393867458
nKLMEm0RFcMCqr-hHCFnRA,113.72744772178088
VZCKntP0-sBz93HOjjYieA,59.75159244465038
a9AX85x8HAAA98RM1K4jRA,21.19816183287402
LkwAO7QWzdgDfDTSlXdoVg,12.2685832567924
Q2NllTqb4o3rJmsdv_V5MQ,20.175595352545013
