,no,distance
YOiedf9qAOqZgGg8icuYzA,1875,275.6404408017745
ER4NbzQVnz2d4QFHFLOsRw,1876,20.146884401898728
m8oLpXxX8xoJ3-F4mmD2xg,1877,369.90661455554863
1sbjVlCPlecZ3fBWCfSe5g,1878,42.47374993510294
iojkQtDdkTXVCLFA-EdV-w,1879,315.5277366298775
WZXuFxkcUiCSZppXa6SlZg,1880,141.4022609181292
JhcNEv_AVXyozo41b9XllA,1881,65.36557162334509
6n1Nmox_lF-6fgqFBDS_iA,1882,444.3703582751024
MRP_uy-bMHQKdSN82J7C8g,1883,103.36380627437968
S_u0CcjFYtWDn22PySPc4Q,1884,97.62868602381278
vve-7usll5e6jgpQAjWIFQ,1885,50.53246058043494
0wmqz_HxiZ23XF_dl99OFg,1886,71.25334603509687
uIXsxwm4Pptee8L8c9WfQA,1887,32.2296927198906
k0OuFeFeC84TH1THQDLDVw,1888,431.80021479483446
ww-1ze_epEbd7_xCg3OLPQ,1889,11.5846516572967
eHPpyhAt8lilv93Iouvjfg,1890,64.5468529168374
PmdBYCkR0-O9I0Qv-ucCYw,1891,425.75382107653684
wgMIYuK8a-tZ9TlT1HfcFA,1892,338.5349141439017
ML3Ix4aV0Ed86FPBAAk-bw,1893,82.68105477652428
v38aRGzgtAZtsSsEOhduxg,1894,10.77542452194768
SzZ8J-M_B-6HfXOjwKDTLQ,1895,30.8915950518002
XSCx5JX8ER22BkBHI4UAGg,1896,169.84816287803176
HUT9X-PKrgvv771kVbaStw,1897,58.879211026938755
WPJJt_BVyo7FJktc8xykdw,1898,14.360960648484538
vOZ2iTzZ-iHv3c505xdPWQ,1899,80.39706281412187
zspuM8vx3h7QOqU_DXeT3A,1900,3.3701864766711314
fhyVBhRJyWFWiKGQ3Y7B_g,1901,203.18252097375438
t221YqWUG3fdrMM_kLcFYg,1902,66.28638446477397
_KvkLDk2Bjm4ms93zrwJvA,1903,25.22703743606364
glRaeRgGJ-ppEWpTJ3lWWw,1904,119.74478527133104
XsIzqKLl-pGgJm425VOWEA,1905,58.40421632341223
CIozM1mBRxsJdYrZmIZEbA,1906,175.6895779081479
UQCRpupHggXuOmnf_wYbPg,1907,199.82346060050207
VDAnci9BpQJc29L_cFP03Q,1908,69.63707374229284
tcQ9gmYcyHei5HqfsCINrw,1909,14.086501768210862
fYlippzzSo1bI8MTCf2aQA,1910,161.97698961533172
LQM66mv4c9lbfqxdKUs93A,1911,299.7184573151321
7kHzc7i3WjRX4fFNC-44lA,1912,162.91888245853892
P8m9gX4wLCq2fWSQIfbyqQ,1913,149.01075473255972
FuMcpNWX7ORkMSfYnSWmpw,1914,95.85394645224301
QTnVVoqDHw_pZHPVCVfwvA,1915,69.23754222393039
I7pWGmeyLpLVJ3nDY5CGFA,1916,129.2475396676656
xxbgtZ9wpc4GTeFcZH0-Kg,1917,183.6283024522118
stex4_9lkysY5YP6WJhOSA,1918,127.05544537076467
vieCEacu3NFfeA4h4bFwZw,1919,56.35740909328879
J4RRxQRVTVxSI5nGuaxJHg,1920,189.02753558965784
HykSHp-rcU3lWWLnPh3Yhw,1921,167.3274200538738
kvOdQOyvuojr5Gp0QCMRDA,1922,28.62868549082703
oEM6fxWbTDleKJyNL-9imA,1923,148.80875907226368
eb5wQsAxRWp01WYsL3trgQ,1924,52.01907641755777
gZyGAompux5Zmih-wFS-CA,1925,31.330821720101923
bhoMeWG8cFvgOPGUdLYwPA,1926,236.39212740316208
YxOkXIdptkDfZF-GT7Ohtg,1927,25.13324753274097
vJcmM5Sh73f2_K4ksAHRAg,1928,77.17523888906574
2R51vw5SfTiDst8AzMTU_A,1929,127.05544537076467
dz-qahW4SFKUQLUkI0th_w,1930,241.78268840171899
DUD-AUE4N5qbKMo6DBocLQ,1931,274.8863580715309
0LnJukgsM_XIbUFqyKNAyA,1932,160.57338031288975
ZkEsk7CgIbhOlRB8M4O6jw,1933,14.473243303043553
yt0y-gIXG8tpY09ndtW2_A,1934,231.9928657053065
aRM3cVGULiqhiwr1DWTNCg,1935,147.36553980882115
lCGM_ftKzXPQRMSydNAxAA,1936,57.37674537182123
l8hb2SVe3Xm9i8PSv7V34Q,1937,174.33207789681435
Uhh991AaYzopEXIeZEYnqw,1938,63.058437843858016
VzBLYwcWdzmGvf3s4bn-TA,1939,23.103534051769763
LFmbY4GhWlHyWGyb7rjsbQ,1940,143.69761142731062
x2GOUAvseghJ6-c_n5UBmQ,1941,85.928035382122
uKUvzstdta20UGhzqmvhZg,1942,17.573530650708847
fNQUaVfSraVTp0d7WQbazg,1943,89.3173329417635
aXaPQNlO7yxYCltqFzlhEQ,1944,83.61399874273684
Yl-P1JZmCusGBNStgX9KBA,1945,120.06663005430308
YY_-K8Km12yJEybcnYyHbQ,1946,301.9950324383166
xCerCktWmurLZgE84pI9mA,1947,91.90722510725513
DZ4jGW_MQgbvH5xoKEiq3A,1948,59.013060786962335
l_A7UF2P_tzQqSmEYx63qg,1949,259.52185415616754
B_9_czpNcIa7uGn_xTQdNg,1950,85.24652015360837
Rw9A_fQgqgG1W6EUMxXlpQ,1951,47.725306479473176
rfRe_ivhmsbxWN5UmiOMsg,1952,44.8875317614665
HAD2cMDuPb0AikSa6PNwsQ,1953,76.0182030290193
T5Ix4d_kirKQfA-bqc7yow,1954,95.54146833920417
pBL6KM_e1eQXlIEEp61Uqg,1955,210.7389711104012
_05djMqK3kLNqCmXVttLUQ,1956,203.52682087602582
EXqIhOw4U7dAYP9xRNgfJg,1957,17.24937559706685
OQwWgtN1BWuezgq61w5jBQ,1958,148.79593701685076
rOkeMSqtJ50JWKUTOtxqtQ,1959,41.5737361400608
m7WsQlxHpKaBo0i5QA-5oA,1960,194.34112675641373
7gs4rPu1rmeppxBNtG6Heg,1961,103.04106628464841
UDMDwu_VbiM1O4VhvpKLyA,1962,78.91879914965453
NLsMEtLedzipew31s4GpOQ,1963,148.9092915007031
SYwC7-VRINSgziw75yE4Ow,1964,103.04106628464841
AroAbMI_8aZmYeA84DZg1Q,1965,20.17759871745655
0g6bK6-X_wWX6Noabghkng,1966,75.64322173849557
qPuiRuAQbd-et6Nwy4KDGw,1967,207.1540807760914
Aq9RXVS-gBDO9lt1iN1jIg,1968,9.519347831860722
60CrFnbgb3TsaXekw2-29A,1969,93.5169194090232
W_HnXmXbhPY6XUUJAgbV-w,1970,98.85649679192268
fr5emusHIQsxTmMw3vBkCA,1971,173.302871412193
3-3UDpqQajwJgl2EhyFYfQ,1972,239.71067146742826
eW8RkWna3-RdQCatHh3Y0A,1973,63.32016528092834
B66bhAmbflmpZBRpk7B5Dg,1974,67.98839527134618
bLCm4eYaSbuNmdIFTu_0Pg,1975,48.39579787012446
ON9AIYDJ4pNXDIR4vFjFzw,1976,231.9928657053065
7tsMMPMAz5mBZcUnFp8ZvA,1977,137.17781511633856
nOB1CvdmDcLSjy8Ii0fWnA,1978,34.091498509471506
kw8F4xpK1TfA-_dmxwE5-g,1979,121.56933174722106
nU3p_FCd603DxK93FwXXaw,1980,18.093260949200808
YQ6SnDTL8IkEeNGHIwOphA,1981,38.16436210789687
44NWdMchFBfqm8vshr6zTg,1982,81.4293004769295
rfOo0FS8ALHgPhXsQi1ovQ,1983,30.988029691531267
p5KAolHr5QnOSuIRsQRxAw,1984,143.1300961005823
3ewndUGlnr4pjWU84xo24Q,1985,148.51062328438724
ec3C09p9N7NwOr8D8Bew7w,1986,27.10818779523952
CNAE1E_uwQF9ehcBAjh-9A,1987,104.9683005917223
AzaBZgvkj8rlgcVyKFvneQ,1988,53.09110420178715
kA8cE7V8G1HdLWQYvWC0NA,1989,98.95268254534191
l82k1IzkFeAvIMONIuLfjg,1990,86.75727677924318
qTnVZ8PdLexwDKY9c97J-g,1991,9.237398801044838
_EouZUtNINqDOppswn7o0w,1992,51.927649839590146
p4W87FFwg7bHQZU5mhCrdw,1993,100.05880087080966
_buRml2cOWXmnt5aESIpjg,1994,240.0029253766041
8juZfNOLr9Z-Mz49P21mAg,1995,24.983314945797805
EuQaFgHjsMXJM9m-Wa4Dyw,1996,16.400689622081206
t6hWFIaFwuHb9B_E9-TqiA,1997,71.91703695755926
eRYufxIj7EDDf1lK4029GA,1998,187.75567773086942
e-2XPGs1Xff06Ne75HfPHQ,1999,70.70415332354763
byWtKRdfUN5QsxHgmFEexw,2000,205.95171105927017
iR5qVClDP_YhaaiwwMnk6A,2001,87.2629068010495
1kp3NQ7ZB4oXQWmp3LcmEA,2002,63.54144434491733
ufA31OvRh63xPmyP__o7LA,2003,144.05880090957686
Y9KoYGCC9TpyFS4PPLtriA,2004,52.64630152831731
bd9qeWhq01EnJBSV5w2KqA,2005,15.49278453119049
lp9g7uKi3xTF5wReyqnR5g,2006,143.0947023657042
zC6mnTREcEOS9MoqEddqXg,2007,147.36553980882115
le3z5pQXk0dDd7Jrmvv1zA,2008,57.493533084873505
skvZDESBYaMtbhstc47QcA,2009,209.58656889096665
R5HnPDYyb2hAIx7eNzrl0w,2010,162.98502546807177
Jg2sNFjDBQYsBc8heoKJrg,2011,84.40739521559632
rGnJ6C_-VHaSIMLeYbhH2A,2012,157.7878105965078
Kxg2752gdjPg7OrgEsgh-g,2013,169.61972912703786
0cZDRRuVIzqTjmE8clmC5A,2014,14.473243303043553
5JbmHiHcc5qvYZX796kG2w,2015,95.04045914460272
XpA2cxnEwgMds2lDWPlrWA,2016,181.08724993581728
jrI7yVT0V9tBd3tKrcdF6Q,2017,239.84119402775045
m_DUj52jtV_3t2_3F5E2eQ,2018,29.719161297426286
sxef-NMxdNI-XEWGMyxVjA,2019,182.84344520919475
xb_G5ujlEjt8vcIGAWEeUA,2020,21.447784263248423
_kU7yUnC0evo9_lxPBq7Rg,2021,117.08257789616937
baHgxjc6DIyXDfbh5FOumw,2022,66.71511936378387
VVxohyVQaP3geSIkKZ4nQQ,2023,33.32048797710263
a31LS-2RuhkrA3b6GCFKZg,2024,49.54657007730547
W-EfpdWN81ORM5f_IkDCHg,2025,125.66635176921974
mmitz4-CifuyX6m9NI9Ftg,2026,92.20600204857224
HrNCHIL1AJrpMBodEmkKEQ,2027,40.85201508842356
PrkRH9J6hhEy_kjTFd6xFg,2028,117.34807484641891
yuRbPfyR7yxqul10FNfS3g,2029,189.48914250235694
NxgpazHnzYWQUR8nyTYYsQ,2030,215.8947897327772
2T1aKnn-Z7vJ7th6TKcenw,2031,52.25138123889649
wNGx_iy2HxGr0YJlrhJbmw,2032,178.08690688001863
28ie3uZIoWBVHTD0JG-LyQ,2033,6.262606599797993
G92TwMwYTUYj0R8EU3ty1g,2034,137.19632042332128
C_tkQmZ8uoywWnAykWucsg,2035,71.05200358591904
GFMRP9TcwLSqjMNArwrhHw,2036,24.999116714120085
PtLs9m1vhYwOWgzb4jLMCA,2037,231.9928657053065
eOExj0ctYrgWgb1oUI_B4Q,2038,130.0546500551845
Y-hGNVROJL_SvEedb6HKGA,2039,144.23468799479312
RMAhPxlaFguTIfJS3V22GQ,2040,93.5169194090232
qrffyVgDy8f7BycS1bmefg,2041,212.13918789831806
Y1hpGpOw7RiRa-jorHeUQg,2042,89.80108180124931
baBHO0FYAdPV2pJZWHm8xA,2043,43.43423961424841
vtqRmb-PpjM8Ikeyj8j7dQ,2044,100.50847775103769
4y1PTBUEpFARNvO8QQIvHQ,2045,204.1672235813841
N4kda5h-dpq_npF__7bQCQ,2046,182.55412814187332
wacEh2GL2JfndmoJK4iq6A,2047,218.49532853953608
eFimDPTPSmyuusqvLvFJ_w,2048,43.43423961424841
4Yls4GUNT2lohs81W3kS0g,2049,193.85271978140202
eejFB3TpNRROHqzWRVx4cw,2050,14.383596263171142
5OngwUgbsD486wOc8CCGRQ,2051,215.54066933840105
EEyAC-ZxU9B1G6El7NOzjQ,2052,115.34992529944421
zpWNQX-TxA12c7W-0Pl3yg,2053,69.21441551487706
ZMY-e_2KpF9PyKP6ebjUHA,2054,27.84110662792904
lqubLdvaVAlSmoxwPp1xJQ,2055,13.754584866937263
EthBshGwUKnmC-GQXMAtrQ,2056,29.514571253356134
wB1uHl_VnEbn7tqigTZKTQ,2057,72.14458251196702
-JybKRRnpOsj1geriIHmWA,2058,13.917824321947231
JE7Xdx2AnktyOMmfRTgGxw,2059,96.41662477336843
IQQPPRRYJb1UyXKNzc8Zeg,2060,142.77542905681653
NqVtOzpFzhV0B87jflfsEg,2061,67.45309091448084
1HkMfnMYeqfdL7H9EsxmYg,2062,190.85979757650773
SycZ74y8YYNym1BtPd80yg,2063,61.28484891071284
eC3nBIziE0ebdtWGjpsL0Q,2064,27.72739249029991
pmfjBbGjE6HF23JPYRXdxw,2065,53.165836912779106
gk8jYhmGLaS-7YG-K6Bd8Q,2066,54.52238948901737
8avHWRsgk5z-CGajk6gNFQ,2067,56.99917406553664
aPgIAvjpe3C2mA2w4WruSQ,2068,294.6685937488804
XinjyDWdj9lD5lX4jRfKNw,2069,289.7055112976163
IQ8Bt6YFW5h3SiL2d-G2Qw,2070,82.32465912510712
JiXDs1z1G_dgUcKiai92CA,2071,98.07547178561516
fON6Lh41hCAyoWeCsPoHxQ,2072,9.312250916488932
vcrPyTXw554tb2LOaNnGSg,2073,40.9340280653795
-m7HfA7d4pSfam8S3z_zMQ,2074,617.8303588203297
l0ytoM68XU9U4J4YNWWVNQ,2075,8.961314072379956
md5qBkhEdymCSEhpZuHAJQ,2076,247.46560333276338
wpBk63AEw1toamkn9OyCXg,2077,161.5162849333849
3-15oomSsu14SvbHglPRvw,2078,71.79741278135572
zoRBslYUQm56jVyKO6MmNA,2079,247.46560333276338
CGTG-D1-opXU6yeHh22onQ,2080,250.19610115617917
plbtOwVBMyXtoNlPqn0jIA,2081,162.47722445725276
JCwyXvqfNtjeA6jW9s6tgg,2082,594.9948443704412
nIuV-yqeJayQjEL39De8iQ,2083,123.53341846766546
wkupX-lPyOsboaLNbP2tCw,2084,495.44490608260986
tLqTSZGJOXObR9WaGITuGg,2085,77.47194412043694
NozZB9TyW052Qhge63N65Q,2086,594.9948443704412
B8Kn9PqEqlvL4EMPvl1x8g,2087,278.8605991837008
jIwBJ-HpNLdLA9J6IqBIOw,2088,265.08853620751086
dpNb9DdmNcPHYZJffibbTw,2089,80.18750649849358
SvU27HpL5hWW-FX4KUFrKA,2090,264.97558585559835
vXY7PdAQ9hJY3D2thSaIeg,2091,617.8303588203297
9ufmxoQ0O_ro0_2arLhN0Q,2092,294.6685937488804
81YEVjmCD-J3TiMoxukZEw,2093,28.110227107274753
ZEPcY-1xU8MhwXIfr6lhTA,2094,150.00733483367546
Jm_2qDr4RnqIHw2oA98qsg,2095,60.939599760166935
hTATHqbbIFeoPnEvB8mLcg,2096,138.67293870056443
nzc7-PoI6gN2nqENAxb_Mg,2097,150.87319964208731
-tsWk3GVgwQK1Tbkml8Lpg,2098,461.17829924240823
tnayDufFC496volXBPjbWg,2099,399.9070699965174
zRxmdUEEh6D9PqkssHdCeQ,2100,316.75203699145777
sZQWwZU2gIfBQXUN9KT16w,2101,509.9753941887937
CcwY0E2QLzOraQttSj7pJw,2102,182.57715454247472
SUxv4B7Bg83fRTkG3NY4dA,2103,411.0961027938577
-tbsQDch3j5sYYSfDj0tZg,2104,276.0427373781043
PwnixbNNj6YxpjgCZXA3lQ,2105,102.05440417075451
ofxa-7nT9RdNxCdDqZoaxQ,2106,25.087002149318074
iJ_ll0vgvroDzBmPm7lncQ,2107,72.13102916065571
dbuDvcKN08AwyYSCumGXLw,2108,280.9022271180142
wQk9fn-Vh-TdrgC8j7m0lw,2109,89.43434421598148
swdw2KoEeSi2QLWHHltnZQ,2110,49.330229309766686
PrvsgjS_h1jt_aC2dMhovQ,2111,45.951213993424275
A8N57ICSJD8o7yw5XrY9Gg,2112,119.18713767205782
5Sn38ahcsarLwL27Rsy5NQ,2113,41.17102429464678
vrlAmOoaKTGM_b4_FMaRdQ,2114,32.58408981172991
05yN6vX4GZjaksTXtS9yoA,2115,100.11881646229631
cVtqr-CLZgOP7-5DzRs-FQ,2116,56.610699720277324
HObQtAcQIPyQujRCkY9yug,2117,147.130760248812
yYwGm74NMQzZOS179rAIyg,2118,16.30397493883548
m868Wo2MVXJBNb9KPmP8qw,2119,46.528280203760886
AbftLz0QRdiLOnsXalRYoQ,2120,117.67324055570275
9dvCFiNsQo8C6TDBl0uISg,2121,153.6260732506318
chtXtxUrBfOBg2xnv4Pmng,2122,127.8889719899754
o2Q_gZV-bsE8qosWt-WhGQ,2123,109.00174851189263
USxtKbQR3IuO_T3c0MzvFg,2124,116.97419962733655
Hw_zBQb6RgWlfKvUPGRbGw,2125,148.3562045775502
qNGzTaDhbOQF0II4JCxNoQ,2126,97.75656931396357
njz7TykQvXjsOEIEQq1y4Q,2127,16.14384538169618
Vb5qu-Ea6peM2tTDIVWNLQ,2128,86.36250939129164
8UbB_GIxgk1tNOroj09mEQ,2129,34.756228687459355
6BHPPmF6uQDYq73PnqzxEw,2130,122.14771357745755
w6Dm92b7G1-gbtz-PHL8mQ,2131,131.23091963400597
kAZuxyhwR97s2JA0FuvzQA,2132,36.32886058624061
suw_MF6OSipWvtGXEhHrgg,2133,30.887705640495817
IjAs7yA-pl9pWUD2hdnzWg,2134,18.72247988032263
gvzL8a8TTrR5pCRPJstpVw,2135,257.2458213859606
hOjo9D91k22wyEkQ6Gqt6w,2136,36.860893299909385
7PLnaIdFSUUFl5OFRed03w,2137,67.28624548474703
zwMEhTQbJecKggZ5wiDuGg,2138,94.7764796132965
wlaDsFMS2z29Yj67j8QYiA,2139,66.43940756070317
kVglpbiclKmu0Dhy_tKiiw,2140,25.869740743212144
wUamzUwA_iZsZoqzklOMkQ,2141,123.31142996224251
FC_819RJ4dYEATdp-k0M3A,2142,144.96145893105856
FypjSwLSkEZYTgb3bRKVzg,2143,96.15065962144581
sFumAxdxvgCckAhOU0Pq-Q,2144,120.78213956869449
zdzOyeeYE3KRxtGn-e516Q,2145,31.63323990058112
r0BL2sFl2FT6GI3uNZPJqg,2146,94.05185443201488
3o1MfZMHEMgVJwYZVzzYpA,2147,117.67324055570275
HWAx__OdPIO_ELg144kRKA,2148,155.27219845625694
Nl0XvJNl2KUnjyLFiG2UlQ,2149,53.93088734854248
nMijrJXQrciE1x_MiHjwUA,2150,137.12347480200538
d50iW_WqxmB7eV4S1xUfBQ,2151,23.641592136538222
d_CbOHTMuJ6Mn55OUMa0pA,2152,173.64855304221297
59w-EiHeJYR30uHaFYihOg,2153,130.78373368700423
cb6nU4tV91UrJxs2INPvrQ,2154,136.57818632040028
ayatzs_EgllPALJzSn5IPw,2155,80.6253875371115
Cp3yFG7ohoBKwWG_ILttvw,2156,29.864018148433818
w6vJyGm56wNuCByVIc2vAA,2157,94.54377306660513
H_n3RVkVBj_REHBbRFXtaw,2158,89.761307125805
Pqayhl-uAtWJkjgsScmD6Q,2159,151.05141152441428
198iXNaq8aL6bXMfcY77eQ,2160,61.58685271331694
-TjCc_R_wADCneFcSvUT9g,2161,62.80632288741483
9Dx7LiWRyRD8_DoaWogeVA,2162,86.1314952174454
rDIGPi3QH8zPqldO0gDiMQ,2163,119.03717672294924
ovd8-f6T0zIrIYMkT2UJLQ,2164,60.51544181426784
CacQKimznlhpw-ZE8oikvw,2165,85.68191176033578
84Ne7rKaImt1X_E3RwcMaQ,2166,149.77604238000683
hRVYGLB5d3_RcnE44YWN9w,2167,73.76310316804182
nMgHKLdvVL1wlkJxNu2IgQ,2168,180.67360825605635
Zzk7P2496XTT6kh5_He4BA,2169,107.62617936558283
hSLkIK1ubY1lA09sZ8uJVQ,2170,94.65861162765334
fId4sBspoJcUFKsMoqcv8A,2171,14.387443897594776
FMNrFftlD6WfQU7J2gy_WA,2172,53.46222785589195
jUz1TaMHdGPr_prW9Ssg8g,2173,28.826984839286713
kR8SktjbVsWSymm2rvuVag,2174,35.438637153268544
MEf-W5qxqFk7s9WK9H-7pg,2175,72.85802481029359
BeGzubS5AozPVnEYFg6ODg,2176,111.66184588248439
RGaw7YGybkdRy2-OLnJmew,2177,87.70184786032152
yANhrIckCRuGh6Kb2PisUw,2178,44.861961041704845
XBn6GyGAw6nz8UIEh4cdaA,2179,95.74783608266628
VP22-t94GNHCCLBeHRkXqQ,2180,60.689522883912566
peiK3BdT5i2JrU_vXst6dg,2181,175.68850644959127
ctgYpKQPaRaTni39JZTdQQ,2182,68.13175826145938
JhnyX0RXXpdKK-epKH5xMg,2183,68.37360398937146
EfZZ429ZXqU9HhvGQSn58Q,2184,55.62957862157498
o2UUnOBqsKCmQGONQuujeA,2185,173.1475665034426
SccxPnRtHqq9OMKOnE-ivA,2186,32.65637365250113
x-6Kohrtjj1klfZ7wkWs9Q,2187,7.736689507307018
tgJGHZb-6otC1x-1KQCMcA,2188,16.95283303771199
oaD5yNLPSvjSUuUkt7CykQ,2189,14.01839639700903
uequmVCSuU0YSc8_qHza-w,2190,39.513985253978106
TS7zunN_DHjfalwX5cnf9Q,2191,247.21598134492783
wfqu3Ukg1eFbGAQdQbVrzQ,2192,162.46390334323624
grHx8xf3FePElvDOgIQgZQ,2193,176.36172773840073
_pTL7e7wmuTBqx2qVjd6kw,2194,58.44741065360997
De8NTsIErcyDbdMQ4lKqZA,2195,39.62186843202901
WS07YwZlXfrXhiwMUsAEiQ,2196,107.24542938189207
KC8gSPZJ4kRFJ4yRXUXGWQ,2197,114.34098699687185
BO3CQV9-N-bppXfAQ_773Q,2198,122.51527586195147
-KYCV5jQU6HxHtHTdKNRkQ,2199,128.9186957207625
3SDrbhI0HiAUXxNHmLdOqg,2200,34.937163490515495
MwFkBnZgT8CXN4hHp3R0bQ,2201,164.96732730892234
JBMhEd4jyErLwyJcgWQlGQ,2202,170.04478437680393
LsHq8TJU3-rZqikI7Cn7xA,2203,57.51052113939993
EvKZKaLPEd3NATGl5jXLsA,2204,174.01804725058892
v5frSd1hnFcEwXx7IaOAmQ,2205,58.698555864791736
ZTu3tfXyZ0apsuVKwDtiXA,2206,23.707090662219187
bYE38Nnk3O14U0EKcXrrqQ,2207,163.1168272749091
fJrE1771IjzJXcypMIqvvg,2208,13.202930838234742
7tJI5c4PvkaQpRLmGsJ4GQ,2209,90.17208751661892
8oq9nziG7wEVHV5e8YJ6bw,2210,132.3725722924835
Rogha0QuMUuWQzJ8K1ABUw,2211,159.18980373127008
Omno8GVOKZE6eyrnaXOBvQ,2212,123.82693987686811
KgNN_mo2CfL_DmuWiSdKeg,2213,147.67130477442305
9i25b2m9RMvvVOTJB7ZTCg,2214,5.840885559387869
HMPiIJPNVoDHfDV5fcaKQg,2215,243.821912756165
1c1PEjrN8Q39fzOZVZAzLQ,2216,28.522209616661222
kvBcBaYbSBoRbJXsiL30bw,2217,104.16718098543154
VPRej5ZKQl4BkUXapkcMsA,2218,203.4468016668805
A9e-4hEut6mMrnkxFTqR0w,2219,53.48756171211237
mI1unBF03fU7XZ-8m7zQXg,2220,71.39706841981122
B2_x_OYqwH__SZoHz12w7A,2221,132.64870875520683
RO09oN8HlgtEh9irgcimjg,2222,96.84627288121229
en0MsQZHWIFynJePXmuV6Q,2223,168.88254596992596
PoNfGt0BPLNs1MMWDWoIQQ,2224,92.21000235461086
1mc3ojlRInPmn48CxSWzxg,2225,48.90287758303515
tPM16iHy-ptyjEwd4un38A,2226,140.55016934369866
L5y6V82yw0SsJ3gy0eq4wQ,2227,39.513985253978106
3VQRlBPhoU3-PtJh7i09hA,2228,119.03086933089202
BMRhQ2dIxjHlFAxIBYrRXg,2229,78.39895311908032
c8WCMPGhYl9NiiRZALpbjA,2230,113.30921280925968
8Lda_27X8lb4B51R7AVMbg,2231,24.135626584714448
hT3Nj_EEWHrIzO4m1-d6fg,2232,51.469499597952016
pHgMpQZ8Nu_ZJIaeRB_f7Q,2233,56.270923127413404
l8qBsJNMuNj9cbdnvj1zQQ,2234,95.46776395316172
rowAFUZG3Tdjkd4F0o2sGA,2235,33.999717574649544
jjA10wpAkKFi258LuD61zw,2236,113.31742676444618
e0ui0DY8cFlwJkGwqnyVKg,2237,92.64716634158168
qvQarxB95EbT04HGfY1UzA,2238,50.224051028092425
-aJKeCo7gotOyUhP8Mx5gQ,2239,117.01214407869641
aD3Tz3z_Op0-l9W8p4Z0Eg,2240,130.8591768367444
yiTPRmYKvv2MtDgWM-5OUQ,2241,112.4150137290587
eE4v0HNVNvZ6IukNGl_cbw,2242,72.71956281438959
VJyA5nAnuJ9LDglRDKbEqg,2243,21.419617296149625
9FEtOB27Xf7_JkZQ85BumQ,2244,66.24454176445167
N3Scm6_RtwbbaYgIB5S0Bw,2245,79.70571828515891
iw-Okq7NmK7PyLJN3MsfTg,2246,135.99276062080557
hM69-hXbDf4DYxW41J-ieQ,2247,7.223729160856844
u0r5kmi_F_N8LlO8sJRR5g,2248,97.12343326888686
4oId8jNYHd4bd6a2XZcEag,2249,142.44858792138038
uDUtqh1fCjh3Xa5y25P2UQ,2250,114.96911090576555
cqnGhpMGLkoAFdhOa2c_Yg,2251,152.75926961959092
SSogZsLQN6EyEML09D4xqA,2252,170.15311188517876
g6dF007aRQcQnjMsazlBRw,2253,180.38455838411213
Q9FNq23ouKw5_FxaMP11ig,2254,86.63365713969917
B1yGAZe224mVgM5cErDgcQ,2255,131.00882243357285
CpPrKLPaNdvX3Hm04s8OZw,2256,90.41417923288732
o7ApXUwZH9IQySh63KgJ0Q,2257,150.02747126107747
GU6I_7fa195ksKdv2hGu-w,2258,214.0746085613324
P-4bfsy_GNi4bQza1D6A_w,2259,74.25492309834495
PDl-rY772aCpOZw2QLgwUg,2260,25.800898634105472
Hhfy-hjLc-3feQ_iK8oEug,2261,20.063741257476565
5levHxKkL8uP6iCcdYpGOw,2262,159.7636010530361
N7xfsCaXhtRqrKMwCxy5EA,2263,107.24542938189207
u8V-boVwC8A9iBTly9eU8g,2264,79.36987797046211
67wDO0FTZ89I5CZHomgFCw,2265,124.32850649903511
kjyDocPUJMdWtDMWzC34Xg,2266,246.79067148200028
7YDew97W2S-gom25ELg8mA,2267,84.61755968558155
s05IJ4WlPcxeli-93uej3Q,2268,80.0679766889404
q-Kl98V6eXeZuV7x7i7mxw,2269,113.57528510493361
3o7efI0rn2eD3ec7PO3CNQ,2270,161.93687606478062
_zHQC7NEtDujFRAGBbo_9Q,2271,83.23631553440401
eprlycpTl-3oqE7Nt8b8Fg,2272,119.97236490290837
87cXOvAKFXD3CU5BN5KZ_g,2273,122.1550139133189
o0oZRwHv6OMknsHl3XClNw,2274,141.57942699211034
iq9pF9ASWhbZawemOiRsfQ,2275,113.98540289829808
ieLGqYcMbYxm93QB9VlIvw,2276,140.72885562864263
n4Ca3ntk1QH8X9jtJM7G3g,2277,163.64972692098576
aiUyiLYVhzQpLyEPLkbUGg,2278,60.413791317142575
Wg6g1qHkFePPpB3aXfwxbQ,2279,42.69116250195897
au236JXCQJWcMu34SKj3Uw,2280,76.80656299932497
bFVISR26imo_PPsN-eTAWw,2281,135.83971087963025
1HQqy3bDhAxlG0HcCTcYKg,2282,198.43380617931422
oXw3l-i033MBpkdpvvnlHA,2283,99.58391934143023
5ncgr12JJHRMDzbdwXT8vQ,2284,91.2915663041061
S3nCmgSpJmsThVwAcf9Opw,2285,69.04729602837408
2jFikAjNj_lPgb5aGkmCgQ,2286,6.036252032153844
a4QO1JvKbnAChwbrXqebSw,2287,161.31535220629635
o_VTGNknr8wONHQPcmA_vw,2288,83.15725502101812
_ogKkTPTcpAWKhXZ-co0AQ,2289,117.20987778176338
Ay9xw25CC5poep3_5nFfnw,2290,135.34356925584936
s3rs9pg7uI6IOqGdHbfoyg,2291,107.24542938189207
fGLyjXwdAx5gxPI1uz1QDA,2292,89.64066533605752
DRHQekCFiUfAiDNiybBrzQ,2293,116.4079063949131
hoa1znyBOo5CACehrDwIGw,2294,43.64206514249014
