id,distance
xktqnVMW4oqaAy0w-KPPQQ,46.32784117993883
ij6Okm29FBykGgPzdZC7kg,108.7566825641753
8ZO7CMqWxsFAQ1Js8KlXXw,111.43653720766778
DzU-1KdBTE0_5hWSP5N_9Q,93.60571965418501
cupMlCAc_FaP-kGtLEK-sw,111.43653720766778
D-4aYZZowKGqc2_TBModsw,153.1495310182639
wTiLLTZHoXKEw0V6jtYtjA,111.43653720766778
IUGt8qTOBV75fL41B13npA,67.34627042402853
0YlFLJyuEw6b1jzYr6R67g,9.466682729695943
vGbuFe5EHzomrxq2dT876Q,17.29008385499467
7YMVyXreMV46UBpQO7YYwQ,20.959965978124195
ur4lLj4LFjKcC1HqEdtrgw,14.78611625309318
FtIv8UcHwM-YGE2uX4TNkg,9.311860011447918
_5zpEkjLImBBgML5rN9phg,11.008565610029976
o_qfccViqS7QyIVxdK1PlQ,7.581003196477268
q11Tnwss2nsgNfkmssNYaA,9.908659749775596
7St30g_T8dYl23q4UWnUKg,7.062027938471707
nSvMJezX5fLqJDZQbg-6Hg,18.36490023542202
QwaDWtUasyF3b8xPUEZYAQ,48.39501784867242
qx7w7LWJk0dhxP_9QcUlJw,14.777119253063017
M82FIuxPwcp7YmmKBQq_dw,23.64447455062201
3nKXBJvBXNiYggCiTC1dXw,12.586697778452553
FvpTumAZMtccgdMlUkSr2A,115.42033056615955
qYozPFddHgpXS-_RSZ7Tgg,30.57813671331285
Fay28Bc25iicsyM_EEI1tQ,79.37152072226094
xwj4BT0-5XSoAJb03OJW0g,109.30656410982948
iHJu41roXfxTfqW8EifbVA,79.99883532334022
Rb1tYn5UC6Re9nZvD7hkJg,85.82087679907681
W1elnIGTIpBmYCn11yhzRQ,81.12478583215876
6JEBAUugL1Rxwc3-NepyKQ,38.4610534126614
Qmu-xTS39IvusBrpQyFjdQ,46.03686591559685
MCQIuPcvqwbCJPy7ccJ18A,29.27320480695045
FgojWBNCA17-6GbHsrDHrQ,87.0108373242308
02tJXWUwOkLqFCIuESVXqw,41.86854622252979
qV3uV0Qds1DSvMobqqNBLA,140.82912917082834
6vMGNx_8DLrlBBt4Ih4VTw,65.82358049355732
hyIIPFlLivFWI8p0F08MTw,188.37111044295781
cBBXzZZse2K6PPr3y7puEg,36.29454921211479
DZCIBSL4VBPb1GqwATH07g,130.2590527063481
eP3mUr5VWdRtEo1QINjm6A,11.749154549662151
JEOIGI5cTi9f_5jGTnlljg,112.43923954273752
Bq9idVAdK5WF4mhPLbmERA,20.41191448948933
y4-YMAH9EMb69B7tV7AjWQ,61.74201399485396
6YiGoNtwVUMciVzGLIrP-Q,129.17016519837657
YprlhLLBxBK-diQEyDgeaA,29.57557425207693
xafivILbgpUztiisyW0uSg,125.94555283538207
SEr1KUlFxWKrqsQKhRJbvQ,214.75713530554367
j3X7-QuiIOxv46ahCCWvwA,76.43390021083857
vsWVTSqATcZQpJ32vM5pKw,26.350273495140858
38WGulILfVT3J5OS66Yo_g,93.06517383549077
PgHF8nPlkQvYYUrtdYIRFw,46.56814425791005
0DshYqD3QqpuHKW6_EJEzA,76.14272718665686
ThockYiwS8eqiHNh6vfuhw,35.280551320679
qW96bguf1F7ezXthfXM_Jw,61.579283349938784
OEMzkMHoYpSR03J1qpaURQ,160.6735435946871
MSjb0431lcotSf6W8zMTKQ,69.24723548442701
DD2igAC-pU1hlDKYmwxBWg,43.21790738428508
Tk_NOuvCx8BVsqWyiwAfSg,10.03027843469556
GNwUy0pDbUnsPd2erXqAXQ,10.189496357593073
BKdvsSCDRCs_HRQdlZTRBg,9.45989200850616
vxd4WTCcIhj2N3xt7MLfOQ,71.8809751880081
