,id,price,rating,review_count,is_closed,zip_code,epsg25832_latitude,epsg25832_longitude,epsg4326_latitude,epsg4326_longitude,success
134,O9ivo6sv68tH0hQCX6EqXQ,€€€,3.5,33,False,21218.0,566020.2186440111,5913115.912489568,53.3630423076591,9.992111887371829,-0.20784111782750314
135,TnLjhjCakTNnyNNXG4utzA,€€,4.5,2,False,21279.0,547506.576690126,5913392.900331602,53.36751999999999,9.71397,-0.7242530342355942
136,X0h703T67XIN9fjatfIs1Q,€€,3.5,20,False,21279.0,548302.1503510799,5915698.285155077,53.388169,9.726278,-0.3171788737892444
137,4J0X5FjiYLsC95FSuMj4Nw,€€€,4.0,1,False,21279.0,547628.3666707965,5913325.140278315,53.3669,9.71579,-0.7327948354839608
138,6lRqjkLfzlbXx0ARqNE44Q,€€,4.0,5,False,21279.0,546999.8440867035,5915577.403736415,53.3872,9.70668,-0.6564073408278692
139,I0jSlCa6fDpjix2_KWypDQ,,3.0,2,False,21279.0,549690.631237035,5916103.497344962,53.3916822642029,9.74721725655941,-0.22495202244293164
140,90-i5axXZTzgaMLYpZw0gA,€€,5.0,3,False,21279.0,548431.0998843227,5915449.958984469,53.3859252063037,9.72817864269018,-0.7016378030996858
141,E4tPjSkd1wcWqhjQYwjW_A,€€,2.0,13,False,21279.0,547391.6030076172,5912844.366446392,53.3626,9.71216,-0.4754854917406027
142,z-3JuSa3vtl-WlVza2qtFw,,4.5,3,False,21279.0,550918.2281268749,5917495.870094437,53.40408000000001,9.7659,0.14059501402683225
143,w7Jdq2PANZoe88TRECMBrg,,4.5,3,False,21279.0,550908.7096908307,5917453.489415092,53.4037,9.76575,0.14059501402683225
144,IVaGCcBmkiISHs_D6ip4hg,€,5.0,5,False,21629.0,550609.1285125777,5920354.154941892,53.4298,9.76171,-0.4550963713523659
145,gHSJt3ESDXJAqKYonmsFlQ,,4.0,1,False,21629.0,553385.6135367979,5914729.031781268,53.37896800000001,9.802541999999999,-0.5904990589126955
146,ycthMjyMZfUtBvbi_bidzw,,5.0,1,False,21629.0,552496.0493972772,5919620.644900758,53.4230228,9.789984599999999,-0.5904990589126955
147,nePhlx9hizp4YMQSRyXG2A,,4.0,1,False,21629.0,552974.5666036613,5915644.657344642,53.387239,9.796517,-0.5904990589126955
148,vO9RL-i13lQ3NT_-FGt8JQ,,3.0,4,False,21629.0,552450.6094401572,5919795.621672551,53.4246,9.78933,0.5061420504965961
149,o_0DEZW03v1HK_fZEjXu4Q,€,3.5,7,False,21629.0,553257.155082966,5913776.8180835275,53.3704224841854,9.800450611186939,-0.3812095515865208
150,lUYcWHSk9tqO6a3Zy32Zpw,€€,5.0,1,False,21629.0,553876.9072056775,5918087.075753209,53.4091,9.8105,-0.7468682653715025
151,LKzo9giIoKGVtMsuAvuIAg,,4.5,3,False,21039.0,581883.873453384,5922182.2496586265,53.4423,10.2328,0.14059501402683225
152,p6NLrDG7PeH60IUcmTwPAA,€€,5.0,1,False,21039.0,581123.3370290339,5922870.199363725,53.4486,10.22153,-0.7468682653715025
153,wk3uGPny6pidyVukxwQHNA,€€,3.5,9,False,21217.0,572464.3580775482,5922117.809308018,53.4431,10.091000000000001,-0.5659464162842359
154,HVhu33lr5QK50I8F2s9Wlw,,4.5,2,False,21037.0,573166.8988695473,5921794.79648872,53.4401,10.1015,-0.22495202244293164
155,ZvCXfKNbGRtyPno_XwkGgg,€€,4.0,12,False,21079.0,566715.3098825986,5921365.7512684185,53.4371,10.0043,-0.49810072287651097
156,sT4XFrv0HOr0lKmkujunHg,€€,4.0,4,False,21217.0,571484.8670844678,5922663.726714698,53.44814,10.07638,-0.6790225719637776
157,ctYfzIX3CgxF0SyGmLSsDw,,5.0,2,False,21079.0,565992.2944743802,5921805.143830151,53.441140000000004,9.99351,-0.22495202244293164
158,a7H6qeYZwANboH-6prvHng,€€,4.5,64,False,21073.0,565227.63704976,5923107.4989367025,53.452940000000005,9.98227,0.6778912961907216
159,TNSx-9txYa456CBRaICskw,€,4.0,16,False,21079.0,566114.6603038447,5922081.679091803,53.44361,9.995410000000001,-0.04871886264021777
160,hb3VLlzB9mVg-KSlkf7htQ,€€€,4.0,55,False,21077.0,565151.2590219661,5922866.111725632,53.45078,9.981069999999999,0.15306456306131155
161,y4Qj23Rm3I3S6_Mumc_sgg,€€,3.0,2,False,21077.0,565331.1423633364,5922681.661869638,53.4491,9.98374,-0.7242530342355942
