category_restaurant_id,category_alias,category_title
c8dH7GLwzGjwOzqB6CuDgg,desserts,Desserts
zLzcj9m-Dwg0Kcx6dbj-6w,cafes,Cafes
WB1FI5yncqUXylQuTzqz6A,international,International
EZ8zB6RCLWD1hV6trmHjBg,cafes,Cafes
Oxsz1dj4qXZroD1LCS4WPw,pizza,Pizza
PDQqJRxj90pGvHCkjVoZjg,foodtrucks,Food Trucks
DgSfAeWMNJfrDRmSE13cKg,bars,Bars
eynuZ9kQgaa8n9wIN4QTDw,hotdogs,Fast Food
bbtzQNJp1ijf3rGTPVl32w,currysausage,Curry Sausage
iAisQ5qrm-mObZ3dVBNKmg,bakeries,Bakeries
lxbRHdPTcCDrnN-tVPUwww,cafes,Cafes
KRE2dH_0gb7fR4f9BuyciQ,seafood,Seafood
-yr-2LaZ7dEk9ihk--nKWg,gaybars,Gay Bars
NvySzXXXn9LbTdgZBbWbPw,cafes,Cafes
gt9dGQmM-Fac-Qrek6Z3nw,cafeteria,Cafeteria
nBmusALMzyQXmgfCi_v1nw,portuguese,Portuguese
AzzvHbp-xse4fE-7MhllIw,sushi,Sushi Bars
wBIbMUE-yRceXJD25a0YhQ,greek,Greek
nX-dgmbb60015HnhsNZnpQ,sushi,Sushi Bars
h4AAsEi621kr654wu8Wcww,italian,Italian
YZAWRWcxMgvcijI3eCsXIA,hotdogs,Fast Food
dpNDidQq6_GDd28CxfrCcg,hotdogs,Fast Food
RRiE4KimiuMCWVIlK0_cpg,chinese,Chinese
ePjlOlelzmmI63T7wj4f6Q,kebab,Kebab
DAX0Tm1QtSM1OTVJxmumjQ,cafes,Cafes
i5pCVErBQNvFUFfp3CAfCA,bakeries,Bakeries
vDEgRRDe0IIP0MuTaVtAlw,sushi,Sushi Bars
_96cOD-AIsyd9apOjj9G2A,hotdogs,Fast Food
xaKktalIK7dVtQH_X98DbA,indpak,Indian
BLjv27oqbJiNIzE0YW7bcA,cafes,Cafes
21VBGo_vGogeQNzsDT5mJw,hotdogs,Fast Food
l1jjXZcUbw3D9KfDCwCuFQ,cafes,Cafes
VR9PhlwWBzg8PnWcyoeACw,cafes,Cafes
kBQbE5Nwzf79c0Jxxk7tbg,chinese,Chinese
WaROl-DqCwRIdC0tluKhMg,syrian,Syrian
v6Sf5myiIryLuQIk-nZCkg,german,German
uIYDf6qG9VrkvEfLLZq0UQ,bakeries,Bakeries
7Pf0TFyGTpCu4zR5gtmyRw,pizza,Pizza
YM9wxuEwmIjlW1G_0tXfJA,canteen,Canteen
--rNP3BylzmF1CzGTJG4FQ,canteen,Canteen
fV98HKCceuBHZ_fiZ5RHaQ,cafes,Cafes
B-1I8LaDwYJo-hnIJNfggg,lounges,Lounges
rxjOTXVplQjZCHh4td1DNg,juicebars,Juice Bars & Smoothies
3yjgwDDSGb1Fy9xSdDTLIw,cafes,Cafes
cXpiqyMImw4CU7mRRD2nIQ,sandwiches,Sandwiches
e5v1x4OnOaGU7bN_tGC7fg,restaurants,Restaurants
pSkOJ6LFxz4TKQMnWIdkGA,chinese,Chinese
8ZkHx9Av0L37_RKUxLwPQA,sandwiches,Sandwiches
5lx65CWjcfVN6CKV9mTxQQ,canteen,Canteen
kFQkWugox0XcmckLEcFcCw,breakfast_brunch,Breakfast & Brunch
AFZoPm3Ux2rmR_ajj5iQJg,chinese,Chinese
qObfzyVtohgytDmkthcRMA,international,International
E7-R9bWu4eTxmQ3Na_sYow,german,German
v5SHMTEYFr9nraFY8kmRFA,restaurants,Restaurants
Ev4Dof7Rx72ZBsaJTBvJxA,employmentagencies,Employment Agencies
-0cRZi2NyUk-q27FFxMqSg,german,German
nqKPgsamKDJCVWZOZbn7RA,pizza,Pizza
v9R3CvC60aay86M7dz0m2Q,greek,Greek
5mBaU--To7r_kUBNlvdb4g,german,German
6K3MQSIUC4t-7xsgVctxQg,cafes,Cafes
fAE95XczgQHd2FtKmZLR_Q,sandwiches,Sandwiches
VsU8J4GnEKwbfBbfWU9x2Q,cafes,Cafes
upqpZh2h31tnRwox9v5Wqg,cafes,Cafes
LbLFZ8TqNds4YpGfSywChQ,spanish,Spanish
igC1wZhesml_rTRYpwvvng,pizza,Pizza
UBVcyjkirHqMb02JfPwZrw,cafes,Cafes
64UsMtkfDVRgAU0ulbzlWw,fooddeliveryservices,Food Delivery Services
Yk4CWrL_9D2eAoIf0nMaCA,sandwiches,Sandwiches
6UVrVKRZ1Tg0pjrk9MzZzQ,cafes,Cafes
tjQx0NnfmAwvzbBIvo21JA,pizza,Pizza
5fgwwitZpTVhyWL0QAbFLw,chinese,Chinese
-mQTUIQcdQnMqSDxmBaEPQ,german,German
K1MQ-9mHpD_EUTQoQHh96w,grocery,Grocery
SMnrVzukg3fE5y-yQaVHNw,hotdogs,Fast Food
av51Uk_7VwvjpWvF4UilYA,breakfast_brunch,Breakfast & Brunch
FBU5iey0UMPsk5BSR9DqNA,hotdogs,Fast Food
bLaYzQRcD7MnMPJBBq__gw,chinese,Chinese
3BHQwcAmoibaz2PLhPPk9Q,kebab,Kebab
Cgffq5DnRgVNWY7xCPU3mg,serbocroatian,Serbo Croatian
LM6NUK6sRbUXwoLU63vjGA,fooddeliveryservices,Food Delivery Services
WEBQ-EdPLLGS380_RCRVfQ,serbocroatian,Serbo Croatian
-015n6umNMm0FF-9BMO_OQ,northerngerman,Northern German
HKVjMOi79oX9VgEKE3Wf6A,thai,Thai
m_-CYCJ-Etnem-tEsjJLCg,turkish,Turkish
zQOSKNpqz2Ifq9PQvGGcjA,pizza,Pizza
8_Mp_e3SsmVt3bzKvWhxQA,spanish,Spanish
OYa56Rqm1sNsh63q47OLFg,portuguese,Portuguese
xGvxRrHJH9DZ9YdzhqkcqA,korean,Korean
Da4McQKtPmbELC4kPb_2fQ,german,German
cuI5oCWgj4cNc52hqS3J7A,mediterranean,Mediterranean
ZO6bz6XiF_nFqqLpmlF8hg,vietnamese,Vietnamese
4VLWxrhA6vgAwHS27XtnEw,japanese,Japanese
ryJ8ZxsomtTFgi40iZfSAQ,german,German
NZY64h90wFsRgUzSBR7oZg,italian,Italian
MGv7C0CGKyyNJMfvImmZ1Q,french,French
iO72nlCUUTigMJzPDOHT5w,vietnamese,Vietnamese
zfZRlqo00AehKvnLTfzbAA,swabian,Swabian
9APvT1SMqslpZ_WqL01vZw,chinese,Chinese
L_2tFzWZod4iBCuMKmlGnQ,seafood,Seafood
4NTDkuPUw09nNeN-CNh_gw,seafood,Seafood
MSJB3yAVP31RwK7THjfgVA,mexican,Mexican
vJbf1xbqZAWF7g70gb1hyQ,northerngerman,Northern German
WCmj_Xi3oCBIMNot4jrwvg,sushi,Sushi Bars
MaOVH6YnmwWIrHza6fg40w,german,German
LaK38ipR-ahSDWiUoOtWug,german,German
q7HSWEKD76krb-4S1EaPDA,sushi,Sushi Bars
0szBijuPEwYXuFSkVfDUgw,bars,Bars
Zxst0hkvhcON5XB4IPiUVQ,chinese,Chinese
HHv8RWBxskzmgYZ7i_pa-g,seafood,Seafood
I_5QS4i3PgkiHNQ5MJFeOg,german,German
5BOWOxMdIGm_rkWDuH0Q8A,german,German
Xm2JG8US-Hv8ZrH5N2U7jw,german,German
IGxR-D6LK9xw8ZQy34Va4Q,italian,Italian
mHDHStVp5ddJKcc_1_j0zQ,italian,Italian
Q2VajlS4FPIe6-Qu15Q4vQ,portuguese,Portuguese
ASX_MG1Ce5nqTQvzdqjQvg,german,German
g3jk6ppJc_NdKKhv1JGa7w,bars,Bars
7TS-kWet4TqRf8TDLzOE2Q,portuguese,Portuguese
i-YznMBXRpR4ELl9ZFSJAw,burgers,Burgers
nmfIqFKJ_Q3xVtaDL4eAgA,seafood,Seafood
WUJ-7hKtXLu7F-GThr2byg,portuguese,Portuguese
rQIJFa5Kcv-YTwuQXxhhEg,german,German
SNvMRdrfFXqxKpevXX6k3A,french,French
NpTdf9-8GZlPhXtyZAT3Cg,vietnamese,Vietnamese
OriXpnxLyHgX_ZPC9alZFw,northerngerman,Northern German
rE5UKfYZSQQ2_5HO0QWn6A,cafes,Cafes
T7SvP_9UJTPLigJhjm_MTA,buffets,Buffets
FJtOhCO5Dz74JZP9HcwSow,german,German
w97RogrUMt7wf0OpYSZieA,cocktailbars,Cocktail Bars
5abVPLIuYO6ZUQ_CWMsKZg,steak,Steakhouses
ultyIkmOZVViNp1luzeBSQ,panasian,Pan Asian
0gtllTXCsblNGahxpd9qrA,turkish,Turkish
7oBY74EvXpFCqy79AK6tFA,afghani,Afghan
c-wi4d7oWqUBVBOiKWK5fQ,irish_pubs,Irish Pub
66oVGj9H3MoOnmDx9sNW-w,german,German
yIg2PccJlr-rXAffI0aKTw,seafood,Seafood
lkCNmhVmVYlEvTqt9X-33w,portuguese,Portuguese
uUo5t6q9EttCzESrKDx81A,spanish,Spanish
APf8V2n-_xa5l29coMfIcg,seafood,Seafood
NpXvFJQsnnP7a1toJhiEVg,wine_bars,Wine Bars
EgWNDLKkbKKyawTHv8W3MQ,german,German
5I3UPTfHC4nqXPrWLr_esQ,bars,Bars
yGswhQbgFzN5CcIvH-l_MA,german,German
ViCxuS9mzG-K4IgmQs31cA,steak,Steakhouses
-4r0omLxa9LnTCdFDmDHJA,mediterranean,Mediterranean
4X4tuH5O44L2OoF__0W2Sg,sushi,Sushi Bars
2rustO-bdJF13r6oy19yPw,breweries,Breweries
H3ZEK7sJyHVA9K3ViShe7A,tapas,Tapas Bars
OTfPNl148RXnmiPaZSu1dw,bistros,Bistros
LLsJWxGZ-YVqiepMleO8cQ,mexican,Mexican
J4Vkwf7ATvn4MEAwYOGCGA,steak,Steakhouses
1qRXpQW8FTIg_UVdz3q3Og,bavarian,Bavarian
Tnypo3WWiPlKGrZ1bLSvcg,italian,Italian
yiy-qHtcafM_WqQ3WQpORg,vietnamese,Vietnamese
zIbfGXu049z3_MwgkZ5p3Q,korean,Korean
824Wf1s2V30cKp1SmZ9i8Q,sushi,Sushi Bars
jEVnkcpTQxL1AKXldQ6AwA,italian,Italian
pFpUo_PG7N774OWvqDxYlQ,beer_and_wine,"Beer, Wine & Spirits"
YJLrqRC2lkZrD_pOI4ljYA,thai,Thai
Yo0jLuAMrFip9kNrsE9GTw,bavarian,Bavarian
9gXXdzJNN9jedhinF32Q_A,german,German
vDtAUyLOSycSs5oNlYQSNg,currysausage,Curry Sausage
tjP1nf4lHTUZ0FJKA0KNrA,modern_european,Modern European
lwgh-PhFU-c4rvgDcJbVBw,lebanese,Lebanese
aCaNPnTzlk7NAj_Op5mcrA,italian,Italian
05m8ZBb9BrkI6tsFAW0qGw,vietnamese,Vietnamese
ZFdTN7b2L7gAk-JCHoZktQ,northerngerman,Northern German
xum-ZZDpKv-calPaF7VJPQ,french,French
BvVmBXp4bPtr0Ulg5gNBPA,italian,Italian
OJRHhioGdABNyPFNQt9V4w,italian,Italian
3yoo2YykM9oDX8wl4nDnEg,bistros,Bistros
q2LcOo3C7B1ufNC5ErnuhQ,vietnamese,Vietnamese
bmqf1uaRK5OdmndwdRGrOA,german,German
EeKIlTM6-Sy3cMqzvg0OaA,currysausage,Curry Sausage
2eubeRMur24oPjZAtnFxyg,portuguese,Portuguese
YAIEUiAO_mzqdL34x_oELQ,french,French
X-N-QxmUpHaPnGw9ahUuXg,spanish,Spanish
7iCq-M7asVKQeqJQW4dGTA,bistros,Bistros
yJ9sZgNEVavlN4w1pIfZuA,northerngerman,Northern German
hfdSWJ3si-nW0PE9TmoJIg,pizza,Pizza
GYiBE76pSExyP4P_2T6fFA,german,German
QhaofrEwzG8GMFXFINruig,italian,Italian
XRtqF4MW9HHb6QcQ1we15w,vietnamese,Vietnamese
62-OBzNT_wzPjB0llIz9MA,bavarian,Bavarian
nZMWod4xwRpFRq9IIWnMrA,hotdogs,Fast Food
oEUoOOf616hQC1BzyB02FA,hawaiian,Hawaiian
GjDqBt5HLQpt8QKSqSu1kg,vietnamese,Vietnamese
bZOXCyFbLWM7mRE3--fMHQ,tapas,Tapas Bars
D8x3Kvi4B9uL3leagE9ULA,asianfusion,Asian Fusion
5WTEfhEfrYcV_I6qpY4-sQ,vietnamese,Vietnamese
Tn-1N4TKueG1Ww65LCDoYA,foodstands,Food Stands
P9DuQZL2mszdbbyOhl_ZFA,soup,Soup
jw9l4NXWiTDaxuSwDn_0ww,turkish,Turkish
G24E39C_U3UiPrkmtZ8VDw,venues,Venues & Event Spaces
M135dF0P3bNkw5VwDvE6Gg,italian,Italian
m-Lyc11EenkuSEVgHu1dEw,japanese,Japanese
P6SqML1k_yiblap4fHKDiQ,currysausage,Curry Sausage
Eiom4FONU0zhvhhwVjINog,seafood,Seafood
9G73J9Dn38H37tGReSbyyA,burgers,Burgers
mAYR_pbC1_8mPrb1wVnrMw,salad,Salad
L4rS_7X5UBsS6NufmB1AlQ,german,German
hXRy-m0JXi42XSruk-q8xg,italian,Italian
6yCQtHAW5xdBsdAOxLFGww,pizza,Pizza
lF1cq_TNtT851IWMVy4PVg,italian,Italian
CBKmhJZCu1mZS1YwMdUg9A,steak,Steakhouses
0ZTW3LJqj-UtK2pWZ6B6FA,scandinavian,Scandinavian
vBVpHo7WDyy2b_tsalUXQA,german,German
9LbcCE63KVimXxbJSexsdg,thai,Thai
5XfEB3tYRUlQksHISU5unw,german,German
E0ifYYbAVWfMN4kPQRjPoA,chinese,Chinese
K51sEgMHbQtgyn0-AuVItw,foodstands,Food Stands
NgWE7_yTIiNA3FMY-XqGEA,bookstores,Bookstores
Z07OMFXH_M6Kt2R_Y6KvXQ,thai,Thai
sa2es2LUUwAHFcmoQaA2oA,salad,Salad
uQEpOarkXfRw67_ZmUXZsQ,seafood,Seafood
sSjKoGIzCpuvqavIiy-2ig,oriental,Oriental
nPkFU4-4gTOzZuWoPN22lw,german,German
ovA7g6xjTqF408_KhJbueA,cafes,Cafes
to7wdG3gaLjTuykEbpB8qg,burgers,Burgers
JKMM-wS6zJHmRCfRCMKH4g,cafes,Cafes
IqIF8FmJak_LdDyPuZvE-g,italian,Italian
K6YQsT_4q_gnnI_FpBtBsA,german,German
f6MsSZ-zTfi9ifdZLJRQrA,international,International
hA0-mZxH1yZoDXon9vBhYw,italian,Italian
Cvhtl3yxgKP_Ohjqo__VrA,wine_bars,Wine Bars
C6BB_GFg4G4y24lgFG2m2w,international,International
732Xr3H_c_U_cu7HKrcNAQ,burgers,Burgers
Bk8OTJwoyfbR7MtBIHJQfQ,seafood,Seafood
H9cogIql2i53iPHw5ujqdA,french,French
ro1KFLqsTSxf-QcBjf3uRg,cafes,Cafes
scTJztBQbqRJAFbkq1fcEw,portuguese,Portuguese
vXkt7eJ4RdKhOYDFT4Klhg,lounges,Lounges
uAXExUqT1doNXkYyBvOJew,syrian,Syrian
gZZedxddmV2q31TPWTlTTA,mideastern,Middle Eastern
o3uLIWIWjFB-zRWQesHQew,brazilian,Brazilian
H_JVOx0TjRXaRx43MtjXJA,brasseries,Brasseries
Qj8RWvTT60vZwYjN82pMow,cafes,Cafes
UmcjWs3nxTfa2i5xzYZ2PQ,international,International
EZf-_kE4LfhpK843qb0teg,vietnamese,Vietnamese
3BD3taXer5jGphuefRyz5g,cocktailbars,Cocktail Bars
DlMkImBdhH7RK73y09xPFg,foodstands,Food Stands
Fld2tGAIGkQFerLyokDTcg,german,German
5IzemF5MKQxKtu_hUe9TBg,italian,Italian
XCCQyFJG7EuaaSMas4B89w,thai,Thai
chydkZf-DCh1LiT8ExjMnA,italian,Italian
zweWx3LkfZYPchp9hy3U9g,italian,Italian
Wv-vnqZJFCKw3B7zOhGXqA,wine_bars,Wine Bars
Pyji-ufSPZKXFRqShhWaDw,italian,Italian
8NpYCMFZhtu6zeu11FDIqg,italian,Italian
ZBRzLvmgQIcNGlrS2gRhFg,indpak,Indian
yz36Nc9bkojjy9YlbGGGJg,italian,Italian
2SEBPPUQSM1UsiRegpC9ZQ,german,German
NmwwFf3N7cBX6lXT_TOuBA,cafes,Cafes
yaN71-m814AbrwWBsZNQ9A,cafes,Cafes
aT7tBbzdGXr6bxTurMZxXw,seafood,Seafood
mNhDpqgkKKzrW4e1DmUH6A,chinese,Chinese
xK8nqMzPkmGpOnEueWphhA,german,German
tWP0TK9swror6Ou-Sp7xvw,waffles,Waffles
sE4_FclYzOp3WoTRSET0mw,pizza,Pizza
VT-9R8dI4eTTZWP8jImQvA,tapas,Tapas Bars
Qcn_FkijADNlgGgkyjhzWg,italian,Italian
ep78Nhc0DsjwOYxKTSfBBQ,bistros,Bistros
22gUkdai5RZ0D2okrRZ4ZA,cafes,Cafes
QG_8ITxqtVVVnRaJr8cBqg,international,International
m5chj3dJHhi4RyvWx2pkAw,foodstands,Food Stands
rg0xkOyUL12iEJFIkttatg,japanese,Japanese
OMplhhVJAdFo048rJPKzcQ,german,German
YWyh9tkfqOIaXm_zr9s4cA,international,International
8nPPGRunZSLE3kl_JKBCAg,pizza,Pizza
oeFIrFprDY1gVChQvojjwA,italian,Italian
4xJ59NylraUrSq2q-cFy1w,fishmonger,Fishmonger
hBULtxpSUJ-OAc-0t4bamA,food_court,Food Court
GK5N66ws1VYq4vekRhgs0g,german,German
mKNQsb7eiSAaAEYaIS4XUQ,kebab,Kebab
9LVIlj6YKg-Qa4H9r-9Z2Q,falafel,Falafel
P22xDGChtgooQuVzpOhoJg,currysausage,Curry Sausage
DEwJ7wV74ioQJwB5lGve9w,portuguese,Portuguese
WGo6RV4HLA03noKg4zEVTA,foodstands,Food Stands
5MRqQljZ0-zePnGVEKjLSQ,thai,Thai
rN2p_RigfAWMDVB3yaMgxA,cafes,Cafes
INH7LsiNZw54zbT4B3WZpg,bistros,Bistros
FXMALUT0F3Pq85K6LivVwg,german,German
cy-bmTQunroPz4DoqUDa4w,vietnamese,Vietnamese
bnrpQvSmG1vLpG9mSbN6gg,cafes,Cafes
BqgLEvLUCMslfYKCTTACew,cafes,Cafes
8QndEj8UhCn-bptR0-ygWg,french,French
V3k0XWA9glErahILZqzrSg,seafood,Seafood
qJIyn7aPT3xMsb3bZErRXQ,icecream,Ice Cream & Frozen Yogurt
gUf5knTM9a63VI-S2Q2QTA,cafes,Cafes
hpHD8loQ5vVp2kDpcV7lfg,mediterranean,Mediterranean
0MWYNmEoUPg0sOYRUKhFdw,bars,Bars
6-URsKcGDwx62rzYkn8fBA,turkish,Turkish
2nQXWDL_qirdf2sXUrdusQ,ramen,Ramen
s5fJnnN-anRW6kwz4AHCyw,cafes,Cafes
MXkyeP88v_-uK2mSbSJMsA,cafes,Cafes
QoepeiSlxz8xxSpKwUl2Yw,bookstores,Bookstores
FbBym6OFN3aYxvMSEYjqxw,bistros,Bistros
jBmnGBEk6S6StQU9QzX0Xg,bars,Bars
KDTV1f-b4DCTwiRu12cx_w,belgian,Belgian
qOiN9pLhFhYOBt44rF7n2w,international,International
BhiWzSmwlts9sla6oKVraQ,german,German
8xYa3g3OBUHeg0aYtO96Pw,chinese,Chinese
Q-R1cbWTpOCEZkSXIq76qA,portuguese,Portuguese
2ho80qeiiHZGO06j9iXxww,sushi,Sushi Bars
FbuMUN6gVcTOOtWPoNp4ag,chinese,Chinese
CxLiEt55FW3CNjOIDNuaQg,bars,Bars
EblviPxMBta089zzF1J3wA,lebanese,Lebanese
_nV6Mj28PPqwc0GkZvU_fA,burgers,Burgers
PUvn_Suad3PWxxLn1ZDDDQ,burgers,Burgers
MU31f-EPM-7_ufpTN6UDfA,italian,Italian
hIFV76n6_FNKBHL5K4-fAQ,indpak,Indian
Mg1YRGBhroVOh6LSROKY-Q,creperies,Creperies
2iD8sTf3DK9kT7rNlGPJ2w,burgers,Burgers
2Wmn6aCOSUgqgCBfg_WsNg,soup,Soup
LLcUzxNnp8XKPstdhbQmLA,restaurants,Restaurants
pdHROmkwtz4gxtSFS15q2Q,tradamerican,American (Traditional)
3RAfDSi8f_mbuxeyB-dCXg,lounges,Lounges
wQh-8kqjLPsaggfgLQ6yHw,international,International
JjBO8O3_Ata0MK0Y4nk3gg,restaurants,Restaurants
QiukqPsxFX6UPdYJegFzfA,cafes,Cafes
VXNvMyW-8Hl0LoWSOwOiFA,soup,Soup
HV_3FDhm_xy177f8hr9wVQ,german,German
_1QtQK7cfwyJ5AqFkJV3DA,syrian,Syrian
eRAU19uMipoEsOf65kTKrw,restaurants,Restaurants
movtnLLnHsujV2jFAeZFdA,wine_bars,Wine Bars
1W9ewQzsJDxvB7tPKpsBWQ,sushi,Sushi Bars
AaX6iqyTVl4dKmzETWMVHw,bars,Bars
xoQnbP9TCZzHmjzQRQs-0A,burgers,Burgers
UeUVIdtGAMTwu5sHfavQlA,bistros,Bistros
AKyyzYsC_TXUnHZNbXFPqQ,canteen,Canteen
HH8u4K-zs9GYMAzHQbPFzA,german,German
CSNRJ8w6jHZEvwb5ujP8Jg,modern_european,Modern European
0GarsT1qmqbJBcXcAF3qgg,buffets,Buffets
DD_Jx2J7oRjRN7usBW79gQ,german,German
grRpwe5e5O9DxoaUQLB2yw,german,German
o61LrWMtAkAZsoE9bNyYBg,vietnamese,Vietnamese
izBl0g8EMzAvk0qRWCu5WQ,steak,Steakhouses
rMt2D7h-S-mJKrZWzSGfKg,italian,Italian
D8QHri1qs9r51blYiGp-Gw,canteen,Canteen
hEprTiIh78QfjGddHV-uiA,restaurants,Restaurants
GiUhCMtRaUYprXuosLYdyg,steak,Steakhouses
h7RQVFb6BB-FiLRrkg4gmg,italian,Italian
ZK6N3POGWxxQTd6Xav4v5w,bars,Bars
1YyGMBrs15AZz9JvN3qsrg,flatbread,Flatbread
t67BgZ1rpIXo0VACjBLmPQ,portuguese,Portuguese
JYyVV7HR37_1GQI9nTjXsQ,soup,Soup
p45TZHQ92MAfX0lrQ1NR8A,italian,Italian
6FYF_GQaht_8M0qIPn6SzQ,spanish,Spanish
k1CHNto9siSltHp-W3eyvA,italian,Italian
rANqYiRata38wjkadyFCeA,spanish,Spanish
Er9tEfSqDgwu7YJJuo-WzQ,cafes,Cafes
5vXCHO1_uzy9p598nK5t6Q,turkish,Turkish
GYlbjTmYR8_93T0IxMCOsw,desserts,Desserts
dArByZBSNmjZV5wDnxNQsQ,portuguese,Portuguese
pPkUXz4s9gOOSV4Z_98qXg,modern_european,Modern European
tODBFrt94-UTZQ5fhyoqjA,brasseries,Brasseries
yO8fDQa606LyvUDecH5efA,cafes,Cafes
m34uIC22HPpNHdCtcZ3FcA,potatoes,Potatoes
yAzYSppdJSSeE9Ar8OLQmw,salad,Salad
37z9XYVPzi4R3ub_ZSnr4Q,italian,Italian
7IyBNiM8QDNOEc_U36Cl-A,seafood,Seafood
uo1dTeJ-eMLAsq1ZBM4s3Q,hawaiian,Hawaiian
HQcQp8T9H0KqG2EUz9KvuA,salad,Salad
q6xg8Dns2m7AvGOJKtYS8Q,hotdogs,Fast Food
C_7j8NQq6o7D1Nnuif9Gow,cafes,Cafes
uIZCMTgMkgBsFG1Sy8LgRQ,cafes,Cafes
vNQD7uI-FIR5HdQxfeyGcQ,italian,Italian
ec2sT85eZzBFgEabF-18MQ,waffles,Waffles
atNH_VSQQfRTn5Yr7P2zbA,bistros,Bistros
TcwvYuP5OhYtZ7a9rQf40A,sushi,Sushi Bars
4gsK__djcNbqCWb0kuHOZw,cocktailbars,Cocktail Bars
gWY3dXyW23xbjg2iEN_1zw,spanish,Spanish
RTYCuOcOLokCdrvy9r01JQ,german,German
Bcj6TMJ2x2gKK0TNhEHCNg,bistros,Bistros
ResZVgfemx-DatvSBRtLzg,international,International
uUJ0YV79_BjknImVmqvIUg,italian,Italian
tJZKg7oA-DrLXZjhcK1dXw,panasian,Pan Asian
QUmErtx4YrhUR40TItt3Ew,restaurants,Restaurants
GfjcYfGMMGxIOP2mffsTEA,social_clubs,Social Clubs
oB3dcxmyjZ-2-gL-WYpxQA,italian,Italian
vtu0hdoNrX1G35lpvW1oVA,panasian,Pan Asian
C4s4t9emFqGkhMLXcnoGWg,japanese,Japanese
gQTMrmPNr43c8sCvOlM3eA,italian,Italian
u2-YAf0Lm-DAxvXC0QFY5Q,bars,Bars
puX9OrZxiRw6CO0KUORYHg,juicebars,Juice Bars & Smoothies
jCxQHMldsoMsikCKbZJ3dQ,cafes,Cafes
PMzwBekKvgs04VmoXnH0JQ,gaybars,Gay Bars
KvVdoO7QI8yXPkM0wtDPHQ,seafood,Seafood
DfYhkzVh3P5bhcXX7aYMiA,currysausage,Curry Sausage
F6r_Pmne3Mr6eqGX79f0BQ,italian,Italian
ZlfGL00gziX1YcVAS-VYjQ,indpak,Indian
QTF88Ag6x5BQq5Fdi1TgPg,italian,Italian
wHJUd8e1PaAlXXQWlnynWA,hotdogs,Fast Food
uCbgHTpdcVRYMM9wEk4kqw,pizza,Pizza
5jL9kVPIPC8kOI4F6y2A_w,german,German
PK9oDETPRMqOadEK1-d4QA,pizza,Pizza
Me0zBhLh80jZfcIgsRr9GA,syrian,Syrian
0Nf79j5fBvTII09mhFvqWg,hotdogs,Fast Food
cbMFxEiKIbhKJ1oVzsvpRg,salad,Salad
cXVwNlUecEVi53h-ZVCIVg,portuguese,Portuguese
5v_Nj3g3HHn5rz1EEocxWA,portuguese,Portuguese
0uW0mOvTq4gFWDQpABbxUg,bars,Bars
exrlfMV1fTG-sZEQbC8eBA,canteen,Canteen
LQo2n_2EunfRpD62GMVzTw,chinese,Chinese
V_tSrSGXzp5RvF0RSCby7w,chinese,Chinese
Lpcmhp3rp3f7rypnWNRoWw,foodstands,Food Stands
074m4L1LLh8Uj3GfvPm4gA,hotdogs,Fast Food
FiYyp8XRyxXrAfBXUIjGWg,hawaiian,Hawaiian
5d8Yoi36dIfHZUqhNjIg8Q,panasian,Pan Asian
-ZXF1spIQlWKHI30ct6ATA,bakeries,Bakeries
6k2Q8FWXCdFW928M3d9n0w,vegan,Vegan
wESYHZcI7jcd8VYRcFX4Tg,cafes,Cafes
W0fjEMaSsSix86XHaFziiQ,burgers,Burgers
ASv5RMWP9SXwKiweCbOtzQ,italian,Italian
CTKWDi1xVxxHLa12wkdQRQ,bbq,Barbeque
qRg9rwFfQ1qG0Gb7e67bwA,food_court,Food Court
PcbmWpZ7jD4-xWznO7t8xw,italian,Italian
RohVnRol9XSsVnLcURAb1A,portuguese,Portuguese
q8PTbF52Q3yXqCHkGDuC_g,cocktailbars,Cocktail Bars
riW7Icxa5MOWKFmYw6nZ_A,cafeteria,Cafeteria
olvC98Uv3L-6R7EqGnnZEw,vietnamese,Vietnamese
Wm96VV-LxzTDmcHHfV9dxA,bbq,Barbeque
BXPDAcklr2NuApAqa_5m7w,cafes,Cafes
p7iCfcUnh_yDdY5fA8GONA,spanish,Spanish
UlIjmm7ct7HLi8kVhbtiPQ,spanish,Spanish
hsS632wUbb4ZTtgcGLJ3Fg,juicebars,Juice Bars & Smoothies
M8jlRBgWXMt295qGtr5meA,italian,Italian
MZX1LxTIMQBuDvoulfYEuw,cafes,Cafes
gu_8zs6CZvr-fys8TrBx1A,italian,Italian
3sZKy-ufIWzzie9fdhQoZQ,italian,Italian
LZrXIihxxwLlMNCPnOFarA,canteen,Canteen
Qfr6qDA4GHge0xgTwLc6rw,pretzels,Pretzels
VRuAsUkq_KPOxrUTPtvdjw,sushi,Sushi Bars
oGk1IBd4uaePzNJQ-5k6Hw,chinese,Chinese
zM7Tlv5bFUmHXqcv3BcTgg,portuguese,Portuguese
4aFkwKK4SCF--9bDr415XA,vegetarian,Vegetarian
-noLr4l5QBdxErXLCH4laQ,modern_european,Modern European
Nr1l5G48pap-4usYvVfRwQ,italian,Italian
eFSaKnQAa1Wt78Wh0iek0A,bistros,Bistros
upqkk9KcxHyjwSwu41mJPw,italian,Italian
WXSTNcxQQ0EgDcon3k2oHw,pizza,Pizza
QHzUKurqTniWh2vPxeppdw,hawaiian,Hawaiian
