,x,y,distance_to_water,restaurant_density
197,553645.0,5918563,4059.949754172219,0
198,553645.0,5919563,3454.3434266531644,0
199,553645.0,5920563,2849.1042610184804,0
200,553645.0,5921563,2136.73190417914,0
201,553645.0,5922563,1373.8979376507887,0
202,553645.0,5923563,485.0153252409316,0
203,553645.0,5924563,122.20964076526302,0
204,553645.0,5925563,17.707418956581684,0
205,553645.0,5926563,477.27298667446576,0
206,553645.0,5927563,151.80867622310657,0
207,553645.0,5928563,706.292912921016,0
208,553645.0,5929563,360.0808781320642,0
209,553645.0,5930563,91.95734401044291,2
210,553645.0,5931563,26.20800705566606,0
211,553645.0,5932563,2.5270835194229573,0
212,553645.0,5933563,5.2425877276965425,0
213,553645.0,5934563,116.76168893976791,11
214,553645.0,5935563,704.0719275454086,7
215,553645.0,5936563,110.92771245993501,3
216,553645.0,5937563,122.07677381289689,0
217,553645.0,5938563,272.16331634764236,0
218,553645.0,5939563,979.5829308205575,0
219,553645.0,5940563,954.7242527465247,0
220,553645.0,5941563,1479.8501475587104,0
221,553645.0,5942563,2338.464136923349,0
222,553645.0,5943563,2755.30277807779,0
223,553645.0,5944563,3188.225902619003,0
224,553645.0,5945563,3838.9940626912053,0
225,553645.0,5946563,4616.3802292083665,0
226,553645.0,5947563,5466.6312686949595,0
227,553645.0,5948563,6360.593402751116,0
228,553645.0,5949563,7282.1864465535755,0
229,553645.0,5950563,8222.124448682114,0
230,553645.0,5951563,9019.201072567035,0
231,553645.0,5952563,9742.978407258717,0
232,553645.0,5953563,10512.148614875307,0
233,553645.0,5954563,11317.460349307174,0
234,554645.0,5916563,4752.612074855846,0
235,554645.0,5917563,3972.5780417136716,0
236,554645.0,5918563,3281.450600224802,0
237,554645.0,5919563,2657.30225553617,0
238,554645.0,5920563,2056.974251047966,0
239,554645.0,5921563,1445.0508250317564,0
240,554645.0,5922563,733.0033890838491,0
241,554645.0,5923563,251.13999872345315,0
242,554645.0,5924563,29.24231211108284,0
243,554645.0,5925563,10.737502949781273,0
244,554645.0,5926563,374.2831024320304,0
245,554645.0,5927563,32.961286656422615,0
246,554645.0,5928563,154.72058564725717,0
247,554645.0,5929563,220.88026279686258,1
248,554645.0,5930563,222.37762661435755,0
249,554645.0,5931563,239.446856842419,0
250,554645.0,5932563,454.93919594006917,0
251,554645.0,5933563,9.251963075269188,0
252,554645.0,5934563,45.71665181355959,2
253,554645.0,5935563,255.3352386419974,0
254,554645.0,5936563,234.83551991780746,4
255,554645.0,5937563,105.05379760491994,0
256,554645.0,5938563,799.7949790974626,0
257,554645.0,5939563,1245.6752804509479,0
258,554645.0,5940563,1940.9523567830402,0
259,554645.0,5941563,2253.6618754756855,0
260,554645.0,5942563,2890.925441691589,0
261,554645.0,5943563,3692.683031329231,0
262,554645.0,5944563,4055.377554889707,0
263,554645.0,5945563,4584.66772186936,0
264,554645.0,5946563,5252.834389850717,0
265,554645.0,5947563,5839.836985574267,0
266,554645.0,5948563,6345.037720081884,0
267,554645.0,5949563,6946.839226840593,0
268,554645.0,5950563,7605.144015762387,0
269,554645.0,5951563,8331.73785937854,0
270,554645.0,5952563,9110.296154040052,0
271,554645.0,5953563,9928.601929336888,0
272,554645.0,5954563,10777.605324382008,0
273,555645.0,5916563,4261.880226315179,0
274,555645.0,5917563,3370.1154026081012,0
275,555645.0,5918563,2559.6352455645724,0
276,555645.0,5919563,1881.0121095571083,0
277,555645.0,5920563,1257.6569114311994,0
278,555645.0,5921563,651.7953565596797,0
279,555645.0,5922563,116.19070264559441,0
280,555645.0,5923563,210.917586144626,0
281,555645.0,5924563,143.30856714123718,0
282,555645.0,5925563,203.00469425619647,0
283,555645.0,5926563,298.3467540875693,0
284,555645.0,5927563,40.860982111290255,0
285,555645.0,5928563,375.34524428140946,0
286,555645.0,5929563,153.66049184309168,0
287,555645.0,5930563,238.71932713036145,0
288,555645.0,5931563,118.88093703965122,0
289,555645.0,5932563,192.2028786713895,0
290,555645.0,5933563,5.231617960008491,4
291,555645.0,5934563,80.76326562084695,2
292,555645.0,5935563,156.19653211485078,0
293,555645.0,5936563,91.73293675968488,1
294,555645.0,5937563,54.537685070113255,0
295,555645.0,5938563,16.275309399143197,0
296,555645.0,5939563,661.5089500607723,0
297,555645.0,5940563,1431.4863098649905,0
298,555645.0,5941563,1959.5305332364921,0
299,555645.0,5942563,2506.281821601048,0
300,555645.0,5943563,3181.1880664296527,0
301,555645.0,5944563,3792.7567336137845,0
302,555645.0,5945563,4236.34098646297,0
303,555645.0,5946563,4524.134330775819,0
304,555645.0,5947563,4962.217155071424,0
305,555645.0,5948563,5545.340634863048,0
306,555645.0,5949563,6191.158454891827,0
307,555645.0,5950563,6921.711007438392,0
308,555645.0,5951563,7712.9581567261885,0
309,555645.0,5952563,8548.061989967333,0
310,555645.0,5953563,9415.360005928584,0
311,555645.0,5954563,10306.72810828707,0
312,556645.0,5916563,3967.357381538379,0
313,556645.0,5917563,2988.9763057420014,0
314,556645.0,5918563,2031.756412498099,0
315,556645.0,5919563,1149.8212396573601,0
316,556645.0,5920563,555.4233258382757,0
317,556645.0,5921563,10.979876222112248,0
318,556645.0,5922563,144.5714739792193,0
319,556645.0,5923563,233.50323986136232,0
320,556645.0,5924563,125.30443451581343,3
321,556645.0,5925563,395.1610416341092,4
322,556645.0,5926563,165.04245032308185,0
323,556645.0,5927563,26.35250996937293,0
324,556645.0,5928563,299.22658123408746,0
325,556645.0,5929563,345.95747312214155,0
326,556645.0,5930563,155.9515072668499,0
327,556645.0,5931563,203.23388301674433,0
328,556645.0,5932563,8.181212906276178,0
329,556645.0,5933563,9.38247406531322,2
330,556645.0,5934563,360.0486676567445,1
331,556645.0,5935563,205.27181756792024,0
332,556645.0,5936563,190.8594357550805,2
333,556645.0,5937563,128.62707299427257,1
334,556645.0,5938563,50.02958702833062,0
335,556645.0,5939563,107.6504901948181,0
336,556645.0,5940563,545.4425210013089,0
337,556645.0,5941563,1104.3396866855398,0
338,556645.0,5942563,1766.985008985271,0
339,556645.0,5943563,2435.5383208711164,0
340,556645.0,5944563,2967.5063911015995,0
341,556645.0,5945563,3291.1832017874053,0
342,556645.0,5946563,3603.8444082546584,0
343,556645.0,5947563,4140.471249760001,0
344,556645.0,5948563,4777.307874386019,0
345,556645.0,5949563,5513.829049180425,0
346,556645.0,5950563,6323.128263802748,0
347,556645.0,5951563,7180.640033967473,0
348,556645.0,5952563,8071.011804868806,0
349,556645.0,5953563,8974.069478364903,0
350,556645.0,5954563,9889.058107960187,0
351,557645.0,5916563,3534.823056934633,0
352,557645.0,5917563,2917.238571950851,0
353,557645.0,5918563,1924.6650745306008,0
354,557645.0,5919563,947.8345913491054,0
355,557645.0,5920563,304.0479830519658,0
356,557645.0,5921563,259.14596083139145,0
357,557645.0,5922563,35.8565549579418,1
358,557645.0,5923563,17.948981941499834,0
359,557645.0,5924563,176.88237494538987,1
360,557645.0,5925563,276.00360277432213,1
361,557645.0,5926563,31.265354347278503,0
362,557645.0,5927563,330.12602858354944,0
363,557645.0,5928563,225.47153172298619,0
364,557645.0,5929563,445.78994612474975,0
365,557645.0,5930563,95.45032435163023,0
366,557645.0,5931563,223.96482936181437,0
367,557645.0,5932563,13.517358597143325,1
368,557645.0,5933563,108.01972755305783,1
369,557645.0,5934563,280.9634321425612,2
370,557645.0,5935563,258.7313177725735,2
371,557645.0,5936563,311.85915928259584,0
372,557645.0,5937563,320.2237902746682,1
373,557645.0,5938563,31.993116557344273,9
374,557645.0,5939563,65.34462352004053,2
375,557645.0,5940563,80.27876989914611,0
376,557645.0,5941563,352.8661643781124,0
377,557645.0,5942563,1109.314546094422,0
378,557645.0,5943563,1581.110808032074,0
379,557645.0,5944563,2007.499125300915,0
380,557645.0,5945563,2313.3935989648626,0
381,557645.0,5946563,2739.9995611153618,0
382,557645.0,5947563,3363.762482661754,0
383,557645.0,5948563,4110.2966190626685,0
384,557645.0,5949563,4947.138420702745,0
385,557645.0,5950563,5835.5649949690805,0
386,557645.0,5951563,6739.038751435424,0
387,557645.0,5952563,7659.907999019368,0
388,557645.0,5953563,8598.472993126947,0
389,557645.0,5954563,9549.517530934536,0
390,558645.0,5916563,2866.1496948725744,0
391,558645.0,5917563,2124.5636977925446,0
392,558645.0,5918563,1668.5207758424724,0
393,558645.0,5919563,1573.1153619327042,0
394,558645.0,5920563,1291.799793075036,0
395,558645.0,5921563,644.5342581711578,0
396,558645.0,5922563,43.19751426691699,0
397,558645.0,5923563,572.0670195583969,0
398,558645.0,5924563,200.68144097328204,0
399,558645.0,5925563,395.6511433277774,1
400,558645.0,5926563,17.20771307914242,0
401,558645.0,5927563,125.24235612675824,0
402,558645.0,5928563,16.741565155932957,0
403,558645.0,5929563,24.78937321800583,0
404,558645.0,5930563,135.97482644315602,1
405,558645.0,5931563,98.67359039834356,0
406,558645.0,5932563,8.331502211458078,0
407,558645.0,5933563,294.29195156605556,0
408,558645.0,5934563,163.31414001012868,9
409,558645.0,5935563,238.79334979052794,2
410,558645.0,5936563,116.17725609470953,3
411,558645.0,5937563,429.30992846258005,1
412,558645.0,5938563,176.40372647953592,0
413,558645.0,5939563,21.044728843788217,0
414,558645.0,5940563,133.81107167063308,0
415,558645.0,5941563,157.35364973583367,0
416,558645.0,5942563,216.22825748460596,0
417,558645.0,5943563,851.1942771703518,0
418,558645.0,5944563,1119.8264575098397,0
419,558645.0,5945563,1368.0983223933888,0
420,558645.0,5946563,1951.1856787232916,0
421,558645.0,5947563,2717.860520661447,0
422,558645.0,5948563,3600.889621563726,0
423,558645.0,5949563,4505.0375785531605,0
424,558645.0,5950563,5436.442848432115,0
425,558645.0,5951563,6388.619420842133,0
426,558645.0,5952563,7353.502931559478,0
427,558645.0,5953563,8326.677165865529,0
428,558645.0,5954563,9305.54135365799,0
429,559645.0,5916563,2436.114550467527,0
430,559645.0,5917563,1494.526993921281,0
431,559645.0,5918563,729.7724084392065,0
432,559645.0,5919563,788.0322242838582,0
433,559645.0,5920563,1107.0853823338862,0
434,559645.0,5921563,1294.504038717133,0
435,559645.0,5922563,605.4350239714653,0
436,559645.0,5923563,68.43177957053913,0
437,559645.0,5924563,338.9867698492556,0
438,559645.0,5925563,17.665757032843093,0
439,559645.0,5926563,80.88357849307306,0
440,559645.0,5927563,59.24460561712286,0
441,559645.0,5928563,72.77291177291495,0
442,559645.0,5929563,211.59608249360636,0
443,559645.0,5930563,1.906896777978558,0
444,559645.0,5931563,5.80511723533936,0
445,559645.0,5932563,2.4880733971810898,0
446,559645.0,5933563,182.18998722454003,2
447,559645.0,5934563,91.79201870366148,2
448,559645.0,5935563,120.08511286812261,3
449,559645.0,5936563,292.689734959967,0
450,559645.0,5937563,412.3502979036784,1
451,559645.0,5938563,154.5987377891727,4
452,559645.0,5939563,83.50337605865309,0
453,559645.0,5940563,99.75684658262661,14
454,559645.0,5941563,142.04376063170824,1
455,559645.0,5942563,110.97262644209471,0
456,559645.0,5943563,63.74945160698914,0
457,559645.0,5944563,312.66646375361296,1
458,559645.0,5945563,547.1316714895748,0
459,559645.0,5946563,1370.7637735445949,0
460,559645.0,5947563,2275.1008494139155,0
461,559645.0,5948563,3230.4227486656437,0
462,559645.0,5949563,4206.5637276985435,0
463,559645.0,5950563,5191.794069036409,0
464,559645.0,5951563,6181.769400048355,0
465,559645.0,5952563,7174.525780528409,0
466,559645.0,5953563,8095.241231677722,0
467,559645.0,5954563,8774.895704039596,0
468,560645.0,5916563,2186.825199126075,0
469,560645.0,5917563,1197.1898682290332,0
470,560645.0,5918563,233.8797445888839,0
471,560645.0,5919563,32.96903897659115,0
472,560645.0,5920563,131.927781416618,0
473,560645.0,5921563,423.65658884886716,0
474,560645.0,5922563,28.709577040041804,0
475,560645.0,5923563,40.9501651646804,0
476,560645.0,5924563,454.8995890249869,0
477,560645.0,5925563,25.3456814780924,0
478,560645.0,5926563,225.8946959512744,0
479,560645.0,5927563,149.6129392772432,0
480,560645.0,5928563,85.72655061356342,0
481,560645.0,5929563,62.47230727139369,0
482,560645.0,5930563,60.97110947177871,0
483,560645.0,5931563,9.79727042000705,0
484,560645.0,5932563,42.32771774829575,0
485,560645.0,5933563,316.8683778224051,10
486,560645.0,5934563,336.2289604043079,8
487,560645.0,5935563,123.19588573006655,12
488,560645.0,5936563,382.5698455938526,1
489,560645.0,5937563,316.93359198032374,1
490,560645.0,5938563,145.8823297257477,4
491,560645.0,5939563,107.74549057470566,3
492,560645.0,5940563,133.09726781298835,0
493,560645.0,5941563,56.240718454836696,0
494,560645.0,5942563,72.09937659641743,0
495,560645.0,5943563,85.79819110610734,7
496,560645.0,5944563,125.77401230692378,0
497,560645.0,5945563,135.8312488462586,1
498,560645.0,5946563,1118.624869067977,0
499,560645.0,5947563,2116.3316276305395,0
500,560645.0,5948563,3115.5091908902004,0
501,560645.0,5949563,4115.08632703292,0
502,560645.0,5950563,5114.828779083936,0
503,560645.0,5951563,6088.248140083349,0
504,560645.0,5952563,6686.855318341972,0
505,560645.0,5953563,7360.699563639034,0
506,560645.0,5954563,8090.803397208833,0
507,561645.0,5916563,2295.610499586889,0
508,561645.0,5917563,1385.960567574352,0
509,561645.0,5918563,677.7532073592437,0
510,561645.0,5919563,17.524813826810103,0
511,561645.0,5920563,1.016855952849299,0
512,561645.0,5921563,23.298858912391882,0
513,561645.0,5922563,31.591601538103376,0
514,561645.0,5923563,141.34106551993432,0
515,561645.0,5924563,85.93767175863222,0
516,561645.0,5925563,40.131488162750756,0
517,561645.0,5926563,145.16795524062775,0
518,561645.0,5927563,156.42683577752655,0
519,561645.0,5928563,95.82956807826935,0
520,561645.0,5929563,30.308491322766365,0
521,561645.0,5930563,1.9158321021516214,0
522,561645.0,5931563,37.814804903108346,0
523,561645.0,5932563,2.494928165605163,0
524,561645.0,5933563,52.65942416700664,27
525,561645.0,5934563,336.1669489247756,59
526,561645.0,5935563,177.93472619196578,8
527,561645.0,5936563,208.56977090714426,0
528,561645.0,5937563,129.38834623021563,7
529,561645.0,5938563,42.235272466147045,2
530,561645.0,5939563,224.64673422677748,2
531,561645.0,5940563,286.2695235682363,0
532,561645.0,5941563,84.41662798601688,1
533,561645.0,5942563,131.6138284972699,2
534,561645.0,5943563,176.69040813982753,0
535,561645.0,5944563,106.44310864694266,0
536,561645.0,5945563,273.8155425826395,0
537,561645.0,5946563,1259.1420422433227,0
538,561645.0,5947563,2244.3354786506657,0
539,561645.0,5948563,3238.6177296673254,0
540,561645.0,5949563,4210.190301478715,0
541,561645.0,5950563,4703.164584597301,0
542,561645.0,5951563,5281.584752498213,0
543,561645.0,5952563,5946.511709863114,0
544,561645.0,5953563,6681.485143934356,0
545,561645.0,5954563,7470.2650773030055,0
546,562645.0,5916563,2782.367560725392,0
547,562645.0,5917563,1964.5675843547228,0
548,562645.0,5918563,970.6334210977109,0
549,562645.0,5919563,55.34700657435445,0
550,562645.0,5920563,24.288436893742023,0
551,562645.0,5921563,25.89783396282572,1
552,562645.0,5922563,17.642916384638426,1
553,562645.0,5923563,88.23758948385158,0
554,562645.0,5924563,50.92378346393521,0
555,562645.0,5925563,24.907372845259424,0
556,562645.0,5926563,400.0767662705768,0
557,562645.0,5927563,11.895166074430797,0
558,562645.0,5928563,7.847402395385725,0
559,562645.0,5929563,24.5800393386439,0
560,562645.0,5930563,159.21367544356423,0
561,562645.0,5931563,9.67075241132159,0
562,562645.0,5932563,109.68719280824449,0
563,562645.0,5933563,242.4141302379999,17
564,562645.0,5934563,360.08678647822575,15
565,562645.0,5935563,79.02935452130093,7
566,562645.0,5936563,103.80642624750064,15
567,562645.0,5937563,327.9854833320183,15
568,562645.0,5938563,196.43971841883732,4
569,562645.0,5939563,152.3177126912951,0
570,562645.0,5940563,83.74319423909596,0
571,562645.0,5941563,122.78644649368577,8
572,562645.0,5942563,40.10161151700044,3
573,562645.0,5943563,132.49823933503902,8
574,562645.0,5944563,67.35309297924712,0
575,562645.0,5945563,374.0199163334142,0
576,562645.0,5946563,1370.9768973736386,0
577,562645.0,5947563,2337.914521459061,0
578,562645.0,5948563,2981.701736707645,0
579,562645.0,5949563,3330.5589856783185,0
580,562645.0,5950563,3882.8135349517993,0
581,562645.0,5951563,4532.3398995356065,0
582,562645.0,5952563,5274.78794312577,0
583,562645.0,5953563,6076.35144166017,0
584,562645.0,5954563,6926.167047106255,0
585,563645.0,5916563,2545.379284858526,0
586,563645.0,5917563,1747.3060198174892,0
587,563645.0,5918563,1268.112596303022,0
588,563645.0,5919563,443.4092693972514,0
589,563645.0,5920563,33.01058293945386,0
590,563645.0,5921563,18.522363118820568,0
591,563645.0,5922563,15.59021016788293,3
592,563645.0,5923563,109.0651551097301,2
593,563645.0,5924563,200.12424233374588,5
594,563645.0,5925563,73.25986866206827,0
595,563645.0,5926563,0.8201941060369071,0
596,563645.0,5927563,6.976027582115952,0
597,563645.0,5928563,14.683260586992283,0
598,563645.0,5929563,49.763767373998974,0
599,563645.0,5930563,16.45686611134627,0
600,563645.0,5931563,124.19816040068636,0
601,563645.0,5932563,188.9476237668454,0
602,563645.0,5933563,65.2466573960135,87
603,563645.0,5934563,60.09736617354683,48
604,563645.0,5935563,81.75853241062309,72
605,563645.0,5936563,39.22759559147721,34
606,563645.0,5937563,19.69181960057711,11
607,563645.0,5938563,34.4231452453175,2
608,563645.0,5939563,113.07449788282794,4
609,563645.0,5940563,121.2402069949631,2
610,563645.0,5941563,97.51262679512755,0
611,563645.0,5942563,134.30702455823837,0
612,563645.0,5943563,64.39154750302532,0
613,563645.0,5944563,184.44383225381236,2
614,563645.0,5945563,609.7614604222359,0
615,563645.0,5946563,1552.728673904846,0
616,563645.0,5947563,1798.7931023617887,0
617,563645.0,5948563,2012.3501344190195,0
618,563645.0,5949563,2484.2995012516462,0
619,563645.0,5950563,3118.2059608540476,0
620,563645.0,5951563,3871.6263040359945,0
621,563645.0,5952563,4694.596187102611,0
622,563645.0,5953563,5575.748961513003,0
623,563645.0,5954563,6491.4343256069615,0
624,564645.0,5916563,2210.4438181089954,0
625,564645.0,5917563,1226.8299402897178,0
626,564645.0,5918563,333.5015617688975,0
627,564645.0,5919563,10.771325552494986,0
628,564645.0,5920563,29.76146126211309,0
629,564645.0,5921563,47.05416950859145,0
630,564645.0,5922563,24.42906033792606,0
631,564645.0,5923563,218.84765517103978,5
632,564645.0,5924563,99.80259603085115,2
633,564645.0,5925563,72.82157242122392,0
634,564645.0,5926563,187.6138867576496,0
635,564645.0,5927563,26.163011838846394,0
636,564645.0,5928563,7.692096886861259,0
637,564645.0,5929563,199.69431677663235,0
638,564645.0,5930563,7.813254863926324,0
639,564645.0,5931563,9.54516015386004,0
640,564645.0,5932563,15.927022392594083,1
641,564645.0,5933563,49.27068021392696,58
642,564645.0,5934563,200.46284568726628,34
643,564645.0,5935563,81.91233610781667,23
644,564645.0,5936563,92.86650106046555,12
645,564645.0,5937563,249.97413772509776,67
646,564645.0,5938563,64.58398216748539,7
647,564645.0,5939563,123.76603883946163,5
648,564645.0,5940563,143.11064815792324,5
649,564645.0,5941563,105.2953695777433,1
650,564645.0,5942563,61.624668036449705,0
651,564645.0,5943563,128.81098212404453,0
652,564645.0,5944563,105.07078445014962,0
653,564645.0,5945563,617.1009386589565,0
654,564645.0,5946563,888.2563767815533,0
655,564645.0,5947563,845.3931987449288,0
656,564645.0,5948563,1099.3456600665259,0
