field_1,x,y,distance_to_water,restaurant_density,gml_id,OBJECTID,Bezirk_Name,Stadtteil,Ortsteilnummer,Bezirk,SHP_Length,SHP_Area
176,552645.00000,5936563,15.00885,0,F17__53,53,Altona,Sülldorf,226,2,13717.27978,5732035.71646
177,552645.00000,5937563,44.58429,1,F17__53,53,Altona,Sülldorf,226,2,13717.27978,5732035.71646
178,552645.00000,5938563,228.76094,0,F17__53,53,Altona,Sülldorf,226,2,13717.27978,5732035.71646
203,553645.00000,5924563,122.20964,0,F17__179,179,Harburg,Neugraben-Fischbek,715,7,25296.96032,22509669.43525
204,553645.00000,5925563,17.70742,0,F17__179,179,Harburg,Neugraben-Fischbek,715,7,25296.96032,22509669.43525
205,553645.00000,5926563,477.27299,0,F17__179,179,Harburg,Neugraben-Fischbek,715,7,25296.96032,22509669.43525
206,553645.00000,5927563,151.80868,0,F17__181,181,Harburg,Neuenfelde,717,7,18991.22622,15661713.91618
207,553645.00000,5928563,706.29291,0,F17__181,181,Harburg,Neuenfelde,717,7,18991.22622,15661713.91618
208,553645.00000,5929563,360.08088,0,F17__181,181,Harburg,Neuenfelde,717,7,18991.22622,15661713.91618
209,553645.00000,5930563,91.95734,2,F17__181,181,Harburg,Neuenfelde,717,7,18991.22622,15661713.91618
210,553645.00000,5931563,26.20801,0,F17__181,181,Harburg,Neuenfelde,717,7,18991.22622,15661713.91618
211,553645.00000,5932563,2.52708,0,F17__43,43,Hamburg-Mitte,Finkenwerder,141,1,20776.54772,19628662.10629
212,553645.00000,5933563,5.24259,0,F17__43,43,Hamburg-Mitte,Finkenwerder,141,1,20776.54772,19628662.10629
213,553645.00000,5934563,116.76169,11,F17__65,65,Altona,Blankenese,223,2,12711.34391,6099852.58749
214,553645.00000,5935563,704.07193,7,F17__64,64,Altona,Blankenese,224,2,5742.73353,1630226.21441
215,553645.00000,5936563,110.92771,3,F17__53,53,Altona,Sülldorf,226,2,13717.27978,5732035.71646
216,553645.00000,5937563,122.07677,0,F17__53,53,Altona,Sülldorf,226,2,13717.27978,5732035.71646
241,554645.00000,5923563,251.14000,0,F17__179,179,Harburg,Neugraben-Fischbek,715,7,25296.96032,22509669.43525
242,554645.00000,5924563,29.24231,0,F17__179,179,Harburg,Neugraben-Fischbek,715,7,25296.96032,22509669.43525
243,554645.00000,5925563,10.73750,0,F17__179,179,Harburg,Neugraben-Fischbek,715,7,25296.96032,22509669.43525
244,554645.00000,5926563,374.28310,0,F17__179,179,Harburg,Neugraben-Fischbek,715,7,25296.96032,22509669.43525
245,554645.00000,5927563,32.96129,0,F17__179,179,Harburg,Neugraben-Fischbek,715,7,25296.96032,22509669.43525
246,554645.00000,5928563,154.72059,0,F17__181,181,Harburg,Neuenfelde,717,7,18991.22622,15661713.91618
247,554645.00000,5929563,220.88026,1,F17__181,181,Harburg,Neuenfelde,717,7,18991.22622,15661713.91618
248,554645.00000,5930563,222.37763,0,F17__181,181,Harburg,Neuenfelde,717,7,18991.22622,15661713.91618
249,554645.00000,5931563,239.44686,0,F17__43,43,Hamburg-Mitte,Finkenwerder,141,1,20776.54772,19628662.10629
250,554645.00000,5932563,454.93920,0,F17__43,43,Hamburg-Mitte,Finkenwerder,141,1,20776.54772,19628662.10629
251,554645.00000,5933563,9.25196,0,F17__43,43,Hamburg-Mitte,Finkenwerder,141,1,20776.54772,19628662.10629
252,554645.00000,5934563,45.71665,2,F17__63,63,Altona,Nienstedten,222,2,9104.78265,4376294.18801
253,554645.00000,5935563,255.33524,0,F17__67,67,Altona,Iserbrook,225,2,9465.18370,2668117.56273
254,554645.00000,5936563,234.83552,4,F17__67,67,Altona,Iserbrook,225,2,9465.18370,2668117.56273
255,554645.00000,5937563,105.05380,0,F17__67,67,Altona,Iserbrook,225,2,9465.18370,2668117.56273
280,555645.00000,5923563,210.91759,0,F17__179,179,Harburg,Neugraben-Fischbek,715,7,25296.96032,22509669.43525
281,555645.00000,5924563,143.30857,0,F17__179,179,Harburg,Neugraben-Fischbek,715,7,25296.96032,22509669.43525
282,555645.00000,5925563,203.00469,0,F17__179,179,Harburg,Neugraben-Fischbek,715,7,25296.96032,22509669.43525
283,555645.00000,5926563,298.34675,0,F17__179,179,Harburg,Neugraben-Fischbek,715,7,25296.96032,22509669.43525
284,555645.00000,5927563,40.86098,0,F17__179,179,Harburg,Neugraben-Fischbek,715,7,25296.96032,22509669.43525
285,555645.00000,5928563,375.34524,0,F17__182,182,Harburg,Francop,716,7,13971.76082,8803004.03213
286,555645.00000,5929563,153.66049,0,F17__182,182,Harburg,Francop,716,7,13971.76082,8803004.03213
287,555645.00000,5930563,238.71933,0,F17__43,43,Hamburg-Mitte,Finkenwerder,141,1,20776.54772,19628662.10629
288,555645.00000,5931563,118.88094,0,F17__43,43,Hamburg-Mitte,Finkenwerder,141,1,20776.54772,19628662.10629
289,555645.00000,5932563,192.20288,0,F17__43,43,Hamburg-Mitte,Finkenwerder,141,1,20776.54772,19628662.10629
290,555645.00000,5933563,5.23162,4,F17__63,63,Altona,Nienstedten,222,2,9104.78265,4376294.18801
291,555645.00000,5934563,80.76327,2,F17__63,63,Altona,Nienstedten,222,2,9104.78265,4376294.18801
292,555645.00000,5935563,156.19653,0,F17__52,52,Altona,Osdorf,221,2,12914.38952,7245654.59302
293,555645.00000,5936563,91.73294,1,F17__52,52,Altona,Osdorf,221,2,12914.38952,7245654.59302
294,555645.00000,5937563,54.53769,0,F17__52,52,Altona,Osdorf,221,2,12914.38952,7245654.59302
295,555645.00000,5938563,16.27531,0,F17__52,52,Altona,Osdorf,221,2,12914.38952,7245654.59302
317,556645.00000,5921563,10.97988,0,F17__179,179,Harburg,Neugraben-Fischbek,715,7,25296.96032,22509669.43525
318,556645.00000,5922563,144.57147,0,F17__179,179,Harburg,Neugraben-Fischbek,715,7,25296.96032,22509669.43525
319,556645.00000,5923563,233.50324,0,F17__179,179,Harburg,Neugraben-Fischbek,715,7,25296.96032,22509669.43525
320,556645.00000,5924563,125.30443,3,F17__179,179,Harburg,Neugraben-Fischbek,715,7,25296.96032,22509669.43525
321,556645.00000,5925563,395.16104,4,F17__179,179,Harburg,Neugraben-Fischbek,715,7,25296.96032,22509669.43525
322,556645.00000,5926563,165.04245,0,F17__179,179,Harburg,Neugraben-Fischbek,715,7,25296.96032,22509669.43525
323,556645.00000,5927563,26.35251,0,F17__179,179,Harburg,Neugraben-Fischbek,715,7,25296.96032,22509669.43525
324,556645.00000,5928563,299.22658,0,F17__182,182,Harburg,Francop,716,7,13971.76082,8803004.03213
325,556645.00000,5929563,345.95747,0,F17__182,182,Harburg,Francop,716,7,13971.76082,8803004.03213
326,556645.00000,5930563,155.95151,0,F17__43,43,Hamburg-Mitte,Finkenwerder,141,1,20776.54772,19628662.10629
327,556645.00000,5931563,203.23388,0,F17__43,43,Hamburg-Mitte,Finkenwerder,141,1,20776.54772,19628662.10629
328,556645.00000,5932563,8.18121,0,F17__43,43,Hamburg-Mitte,Finkenwerder,141,1,20776.54772,19628662.10629
329,556645.00000,5933563,9.38247,2,F17__63,63,Altona,Nienstedten,222,2,9104.78265,4376294.18801
330,556645.00000,5934563,360.04867,1,F17__63,63,Altona,Nienstedten,222,2,9104.78265,4376294.18801
331,556645.00000,5935563,205.27182,0,F17__52,52,Altona,Osdorf,221,2,12914.38952,7245654.59302
332,556645.00000,5936563,190.85944,2,F17__52,52,Altona,Osdorf,221,2,12914.38952,7245654.59302
333,556645.00000,5937563,128.62707,1,F17__52,52,Altona,Osdorf,221,2,12914.38952,7245654.59302
334,556645.00000,5938563,50.02959,0,F17__60,60,Altona,Lurup,220,2,12932.12927,6287915.75134
357,557645.00000,5922563,35.85655,1,F17__179,179,Harburg,Neugraben-Fischbek,715,7,25296.96032,22509669.43525
358,557645.00000,5923563,17.94898,0,F17__173,173,Harburg,Hausbruch,714,7,20632.24895,9833360.84260
359,557645.00000,5924563,176.88237,1,F17__173,173,Harburg,Hausbruch,714,7,20632.24895,9833360.84260
360,557645.00000,5925563,276.00360,1,F17__179,179,Harburg,Neugraben-Fischbek,715,7,25296.96032,22509669.43525
361,557645.00000,5926563,31.26535,0,F17__173,173,Harburg,Hausbruch,714,7,20632.24895,9833360.84260
362,557645.00000,5927563,330.12603,0,F17__179,179,Harburg,Neugraben-Fischbek,715,7,25296.96032,22509669.43525
363,557645.00000,5928563,225.47153,0,F17__182,182,Harburg,Francop,716,7,13971.76082,8803004.03213
364,557645.00000,5929563,445.78995,0,F17__182,182,Harburg,Francop,716,7,13971.76082,8803004.03213
365,557645.00000,5930563,95.45032,0,F17__43,43,Hamburg-Mitte,Finkenwerder,141,1,20776.54772,19628662.10629
366,557645.00000,5931563,223.96483,0,F17__43,43,Hamburg-Mitte,Finkenwerder,141,1,20776.54772,19628662.10629
367,557645.00000,5932563,13.51736,1,F17__43,43,Hamburg-Mitte,Finkenwerder,141,1,20776.54772,19628662.10629
